H01|031303|2000004778|2022-12-31|RBDPPKS|1201|0|
D01|12010101010000|44423|44423|44423|44423
D01|12010101020000|0|0|0|0
D01|12010101030000|66|66|66|66
D01|12010101040000|-543|-543|-543|-543
D01|12010101050000|44423|44423|44423|44423
D01|12010101060000|0|0|0|0
D01|12010101070000|66|66|66|66
D01|12010101080000|-543|-543|-543|-543
D01|12010101090000|44423|44423|44423|44423
D01|12010101100000|0|0|0|0
D01|12010101110000|66|66|66|66
D01|12010101120000|-543|-543|-543|-543
D01|12010101130000|44423|44423|44423|44423
D01|12010101140000|0|0|0|0
D01|12010101150000|66|66|66|66
D01|12010101160000|-543|-543|-543|-543
D01|12010101170000|44423|44423|44423|44423
D01|12010101180000|0|0|0|0
D01|12010101190000|66|66|66|66
D01|12010101200000|-543|-543|-543|-543
D01|12010102000000|219730|219730|219730|219730
D01|12010103010000|434|434|434|434
D01|12010103020000|4|4|4|4
D01|12010103020100|1|1|1|1
D01|12010103020200|1|1|1|1
D01|12010103020300|1|1|1|1
D01|12010103020400|1|1|1|1
D01|12010103030000|1|1|1|1
D01|12010103040000|1|1|1|1
D01|12010103050000|1|1|1|1
D01|12010103060000|1|1|1|1
D01|12010104000000|442|442|442|442
D01|12010105010000|1|1|1|1
D01|12010105020000|1|1|1|1
D01|12010105030000|1|1|1|1
D01|12010105040000|1|1|1|1
D01|12010105050000|1|1|1|1
D01|12010106000000|5|5|5|5
D01|12010107000000|1|1|1|1
D01|12010200000000|220178|220178|220178|220178
D01|12010301000000|1|1|1|1
D01|12010302000000|1|1|1|1
D01|12010303000000|1|1|1|1
D01|12010304000000|1|1|1|1
D01|12010305000000|1|1|1|1
D01|12010306000000|1|1|1|1
D01|12010307000000|1|1|1|1
D01|12010308000000|-1764143|-1764143|-1764143|-1764143
D01|12010309000000|1|1|1|1
D01|12010400000000|-1764135|-1764135|-1764135|-1764135
D01|12010500000000|-1764135|-1764135|-1764135|-1764135
D01|12010600000000|1984313|1984313|1984313|1984313
