H01|031303|2000004778|2022-12-31|RBDPPKS|0703|0|
D01|0703010000|1710727|1709203|1058947|2360983|1503990|1191469|1082582|1612877|1042819|1383209|1076701|1349327|1138403|1929758|1761896|1306265
D01|0703020000|1890541|1149008|1035602|2003947|1964908|1163462|1875542|1252828|1877470|1297619|1148328|2026761|1861337|1901693|1917599|1845431
D01|0703030000|1251623|1410282|1662639|999266|1256822|1128658|1172586|1212894|1976760|1222291|1391652|1807399|1330963|1525937|1893123|963777
D01|0703040000|1930678|1893776|1690421|2134033|1258974|1654264|1635892|1277346|1703784|1492614|1308518|1887880|1717505|1360876|1925605|1152776
D01|0703050000|1272818|1220636|1476448|1017006|1005277|1473763|1611226|867814|1406051|1296300|1603782|1098569|1607890|1326894|1346207|1588577
D01|0703060000|1823163|1062301|1893201|992263|1570519|1935476|1358844|2147151|1854320|1527189|1685006|1696503|1073512|1843101|1089390|1827223
D01|0703070000|1960990|1935773|1942684|1954079|1580646|1965809|1505361|2041094|1260075|1489705|1563387|1186393|1164737|1796175|1270221|1690691
D01|0703080000|1394462|1258860|1530091|1123231|1613325|1503521|1645544|1471302|1487374|1317221|1426735|1377860|1581165|1191673|1629859|1142979
D01|0703090000|1867346|1932726|1055338|2744734|1161640|1297942|1383444|1076138|1584289|1205057|1810157|979189|1643385|1995520|1737843|1901062
D01|0703100000|1358115|1749695|1775260|1332550|1544166|1414999|1021939|1937226|1772622|1811629|1052699|2531552|1482002|1312177|1178527|1615652
D01|0703110000|1642043|1484989|1570192|1556840|1688307|1067074|1006697|1748684|1761113|1091510|1001438|1851185|1335666|1571443|1032697|1874412
D01|0703120000|1494754|1072295|1890465|676584|1097082|1498840|1291732|1304190|1174068|1602611|1174118|1602561|1770415|1751363|1145936|2375842
D01|0703130000|1757356|1648497|1796987|1608866|1891819|1687843|1972023|1607639|1517456|1926761|1142641|2301576|1975051|1705389|1692476|1987964
D01|0703140000|1159504|1198727|1187352|1170879|1762113|1577891|1281400|2058604|1505371|1026961|1301838|1230494|1327056|1871740|1018062|2180734
D01|0703150000|1813383|1860460|1133613|2540230|1864262|1120617|1682647|1302232|1555401|1472240|1736435|1291206|1732135|1486308|1919171|1299272
D01|0703160000|1102259|1879991|1633992|1348258|1692343|1319798|1856201|1155940|1696284|1484652|1384441|1796495|1611588|1610811|1364422|1857977
D01|0703170000|1582873|1402405|1766037|1219241|1455119|1379933|1778031|1057021|1369440|1834677|1344108|1860009|1160940|1401549|1480071|1082418
D01|0703180000|1180736|1219894|1474415|926215|1018342|1472489|1266788|1224043|1057365|1701650|1717756|1041259|1788601|1903565|1205851|2486315
D01|0703190000|1543843|1586434|1666325|1463952|1974142|1314663|1476245|1812560|1622795|1432528|1794001|1261322|1858690|1238009|1544653|1552046
D01|0703200000|1963348|1336401|1625049|1674700|1324183|1104473|1392352|1036304|1455820|1894023|1391329|1958514|1629689|1243286|1596965|1276010
D01|0703220000|31700562|30012353|30865058|30847857|30227979|28272984|29297076|29203887|30680677|29510447|28055070|32136054|30790730|31967267|29750574|33007423
