H01|031204|2000000041|2020-12-31|LBASRJS|216|0|
D01|2161010100|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010101|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010102|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010103|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010104|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010105|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010106|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010107|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010108|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010109|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010110|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010111|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010112|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010113|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010114|2|2|2|2|2|2|2|2|16|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16
D01|2161010115|2|2|2|2|2|2|2|2|16||||||||||||||||||
D01|2161010116|2|2|2|2|2|2|2|2|16||||||||||||||||||
D01|2161010117|2|2|2|2|2|2|2|2|16||||||||||||||||||
D01|2161010118|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010119|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010120|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010121|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010122|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010123|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010124|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|||||||||
D01|2161010125|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010126|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010127|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010128|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8|1|1|1|1|1|1|1|1|8
D01|2161010129|2|2|2|2|2|2|2|2|16||||||||||||||||||
D01|2161010130|2|2|2|2|2|2|2|2|16||||||||||||||||||
D01|2161010131|58|58|58|58|58|58|58|58|464|56|56|56|56|56|56|56|56|448|40|40|40|40|40|40|40|40|320
D01|2161010133||||||||||2|2|2|2|2|2|2|2|16|||||||||
D01|2161010134||||||||||2|2|2|2|2|2|2|2|16|||||||||
D01|2161010135||||||||||2|2|2|2|2|2|2|2|16|||||||||
D01|2161010136|2|2|2|2|2|2|2|2|16|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8
D01|2161010137|2|2|2|2|2|2|2|2|16|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8
D01|2161010138|2|2|2|2|2|2|2|2|16|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8
D01|2161010139|2|2|2|2|2|2|2|2|16|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8
D01|2161010140|2|2|2|2|2|2|2|2|16||||||||||||||||||
D01|2161010141|2|2|2|2|2|2|2|2|16||||||||||||||||||
D01|2161010142|2|2|2|2|2|2|2|2|16|2|2|2|2|2|2|2|2|16|0|0|0|0|0|0|0|0|0
D01|2161010143|2|2|2|2|2|2|2|2|16|2|2|2|2|2|2|2|2|16|2|2|2|2|2|2|2|2|16
D01|2161010144|2|2|2|2|2|2|2|2|16|2|2|2|2|2|2|2|2|16|0|0|0|0|0|0|0|0|0
D01|2161010145|18|18|18|18|18|18|18|18|144|20|20|20|20|20|20|20|20|160|6|6|6|6|6|6|6|6|48
D01|2161010146|3|3|3|3|3|3|3|3|24|2|2|2|2|2|2|2|2|16|1|1|1|1|1|1|1|1|8
