H01|031204|2000000041|2020-12-31|LBASRJS|604|0|
D01|6040000101|1||0|0|0|4|5|4|2|2
D01|6040000102|2|2|2|2|2|2|2|2|2|4
D01|6040000104|2||3|3|3|3|3|3|3|6
D01|6040000105|2|2|2|2|2|2|2|2|2|4
D01|6040000107|3||3|0|0|0|0|0|0|3
D01|6040000108|4|0|0|0|0|0|0|0|0|0
D01|6040000110|4||0|0|0|0|0|0|0|0
D01|6040000111|4|4|4|4|4|4|4|4|4|8
D01|6040000113|4||0|0|0|0|0|0|0|0
D01|6040000114|5|5|5|5|5|5|5|5|5|10
D01|6040000116|5||0|0|0|0|0|0|0|0
D01|6040000117|6|6|6|6|6|6|6|6|6|12
D01|6040000119|6||0|0|0|0|0|0|0|0
D01|6040000120|7|7|7|7|7|7|7|7|7|14
D01|6040000122|8||0|0|0|0|0|0|0|0
D01|6040000123|8|8|8|8|8|8|8|8|8|16
D01|6040000125|8||0|0|0|0|0|0|0|0
D01|6040000126|8|8|8|8|8|8|8|8|8|16
D01|6040000128|8||0|0|0|0|0|0|0|0
D01|6040000129|8|8|8|8|8|8|8|8|8|16
D01|6040000131|49||6|3|3|7|8|7|5|11
D01|6040000132|54|50|50|50|50|50|50|50|50|100
D01|6040000135|8||3|3|3|3|3|3|3|6
D01|6040000136|8|8|8|8|8|8|8|8|8|16
D01|6040000138|8||4|4|4|4|4|4|4|8
D01|6040000139|8|8|8|8|8|8|8|8|8|16
D01|6040000141|8||4|4|4|4|4|4|4|8
D01|6040000142|5|5|5|5|5|5|5|5|5|10
D01|6040000144|0||5|5|5|5|5|5|5|10
D01|6040000145|0|0|5|5|5|5|5|5|5|10
D01|6040000147|5||3|3|3|3|3|3|3|6
D01|6040000148|6|6|6|6|6|6|6|6|6|12
D01|6040000150|7||3|3|3|3|3|3|3|6
D01|6040000151|7|7|7|7|7|7|7|7|7|14
D01|6040000153|5||3|3|3|3|3|3|3|6
D01|6040000154|0|0|3|3|3|3|3|3|3|6
D01|6040000156|5||0|0|0|0|0|0|0|0
D01|6040000157|0|0|0|0|0|0|0|0|0|0
D01|6040000159|4||0|0|0|0|0|0|0|0
D01|6040000160|0|0|0|0|0|0|0|0|0|0
D01|6040000162|4||0|0|0|0|0|0|0|0
D01|6040000163|4|4|4|4|4|4|4|4|4|8
D01|6040000165|54||25|25|25|25|25|25|25|50
D01|6040000166|38|38|46|46|46|46|46|46|46|92
D01|6040000168|103|0|31|28|28|32|33|32|30|61
D01|6040000169|92|88|96|96|96|96|96|96|96|192
D01|6040000170|195|88|127|124|124|128|129|128|126|253
