H01|031204|2000000041|2020-12-31|LBASRJS|213|0|
D01|6201000000|143|143|143|143|143|715|145|145|145|145|145|725|165|165|165|165|165|825
D01|6201000001|80|80|80|80|80|400|100|100|100|100|100|500|120|120|120|120|120|600
D01|6201000002|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000003|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000004|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000005|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000006|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000007|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000008|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000009|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000010|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000011|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000012|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000013|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000014|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000015|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000016|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000017|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000018|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000019|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000020|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000021|4|4|4|4|4|20|5|5|5|5|5|25|6|6|6|6|6|30
D01|6201000023|63|63|63|63|63|315|45|45|45|45|45|225|45|45|45|45|45|225
D01|6201000024|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000025|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000027|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000028|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000029|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000030|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000031|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000032|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000033|7|7|7|7|7|35|5|5|5|5|5|25|5|5|5|5|5|25
D01|6201000037|615|615|615|615|615|3075|378|378|378|378|378|1890|17|17|17|17|17|85
D01|6201000038|24|24|24|24|24|120|35|35|35|35|35|175|14|14|14|14|14|70
D01|6201000039|||||||5|5|5|5|5|25|2|2|2|2|2|10
D01|6201000040|4|4|4|4|4|20|5|5|5|5|5|25|2|2|2|2|2|10
D01|6201000041|4|4|4|4|4|20|5|5|5|5|5|25|2|2|2|2|2|10
D01|6201000042|4|4|4|4|4|20|5|5|5|5|5|25|2|2|2|2|2|10
D01|6201000043|4|4|4|4|4|20|5|5|5|5|5|25|2|2|2|2|2|10
D01|6201000044|4|4|4|4|4|20|5|5|5|5|5|25|2|2|2|2|2|10
D01|6201000045|4|4|4|4|4|20|5|5|5|5|5|25|2|2|2|2|2|10
D01|6201000046|591|591|591|591|591|2955|343|343|343|343|343|1715|3|3|3|3|3|15
D01|6201000047|6|6|6|6|6|30||||||0|3|3|3|3|3|15
D01|6201000048|6|6|6|6|6|30|4|4|4|4|4|20|0|0|0|0|0|0
D01|6201000049|555|555|555|555|555|2775|323|323|323|323|323|1615|0|0|0|0|0|0
D01|6201000050|6|6|6|6|6|30|4|4|4|4|4|20|0|0|0|0|0|0
D01|6201000051|6|6|6|6|6|30|4|4|4|4|4|20|0|0|0|0|0|0
D01|6201000052|6|6|6|6|6|30|4|4|4|4|4|20|0|0|0|0|0|0
D01|6201000053|6|6|6|6|6|30|4|4|4|4|4|20|0|0|0|0|0|0
D01|6201000054|472|472|472|472|472|2360|233|233|233|233|233|1165|-148|-148|-148|-148|-148|-740
D01|6201000055|19|19|19|19|19|95|9|9|9|9|9|45|0|0|0|0|0|0
