H01|031405|2100000099|2023-03-31|LBPPIU|1200|0|
D01|1200010000000000|34|34|68
D01|1200010100000000|28|28|56
D01|1200010101000000|13|13|26
D01|1200010101020100|7|7|14
D01|1200010101020101|1|1|2
D01|1200010101020102|1|1|2
D01|1200010101020103|1|1|2
D01|1200010101020104|1|1|2
D01|1200010101020105|1|1|2
D01|1200010101020106|1|1|2
D01|1200010101020107|1|1|2
D01|1200010101020200|3|3|6
D01|1200010101020201|1|1|2
D01|1200010101020202|1|1|2
D01|1200010101020203|1|1|2
D01|1200010101020300|1|1|2
D01|1200010101020400|1|1|2
D01|1200010101020500|1|1|2
D01|1200010102000000|5|5|10
D01|1200010102010000|1|1|2
D01|1200010102020000|1|1|2
D01|1200010102030000|1|1|2
D01|1200010102040000|1|1|2
D01|1200010102050000|1|1|2
D01|1200010103000000|8|8|16
D01|1200010103010000|2|2|4
D01|1200010103020000|2|2|4
D01|1200010103030000|2|2|4
D01|1200010103040000|2|2|4
D01|1200010104000000|2|2|4
D01|1200010200000000|6|6|12
D01|1200010201000000|2|2|4
D01|1200010202000000|2|2|4
D01|1200010203000000|2|2|4
D01|1200020000000000|26|26|52
D01|1200020100000000|25|25|50
D01|1200020101000000|4|4|8
D01|1200020101010000|1|1|2
D01|1200020101020000|1|1|2
D01|1200020101040000|2|2|4
D01|1200020102000000|1|1|2
D01|1200020103000000|3|3|6
D01|1200020103010000|1|1|2
D01|1200020103020000|1|1|2
D01|1200020103030000|1|1|2
D01|1200020104000000|1|1|2
D01|1200020105000000|8|8|16
D01|1200020105010000|5|5|10
D01|1200020105010100|1|1|2
D01|1200020105010200|1|1|2
D01|1200020105010300|1|1|2
D01|1200020105010400|1|1|2
D01|1200020105020000|1|1|2
D01|1200020105030000|1|1|2
D01|1200020105040000|1|1|2
D01|1200020105050000|1|1|2
D01|1200020106000000|4|4|8
D01|1200020106010000|1|1|2
D01|1200020106020000|1|1|2
D01|1200020106030000|1|1|2
D01|1200020106040000|1|1|2
D01|1200020107000000|1|1|2
D01|1200020108000000|1|1|2
D01|1200020109000000|1|1|2
D01|1200020110000000|1|1|2
D01|1200020200000000|1|1|2
D01|1200030000000000|8|8|16
D01|1200040100000000|8|8|16
D01|1200040200000000|1|1|2
D01|1200050000000000|1|1|2
D01|1200060000000000|-7|17|10
D01|1200060100000000|-11|13|2
D01|1200060200000000|1|1|2
D01|1200060300000000|1|1|2
D01|1200060400000000|1|1|2
D01|1200060500000000|1|1|2
D01|1200070000000000|-6|18|12
