H01|030416|999999|2025-12-31|LBFINK|6903|2|LBFINK-01
D01|690301000000|21.00|
D01|690302000000|19.00|
D01|690303000000|22.00|
D01|690304000000|19.00|
D01|690305000000|19.00|
D01|690306000000|100.00|
D01|690307010000||1
D01|690307020000||1
D01|690308020000|14.00|14.00
D01|690308030000|18.00|18.00
D01|690308040000|15.00|15.00
D01|690309020000|10.00|10.00
D01|690309030000|18.00|18.00
D01|690309040000|14.00|14.00
D01|690310020000|14|10
D01|690310030000|30|60
D01|690310040000|20|30
D01|690310060000|23:23:55|23:23:55
D01|690310070000|23:23:55|23:23:55
D01|690310080000|23:23:55|23:23:55
D01|690310100000|23:23:55|23:23:55
D01|690310110000|23:23:55|23:23:55
D01|690310120000|23:23:55|23:23:56
D01|690311010100|123|123
D01|690311010200|123|123
D01|690311010300|123|123
D01|690311010400|123|123
D01|690311010500|123|123
D01|690311010600|123|123
D01|690311010700|123|123
D01|690311010800|123|123
D01|690311010900|123|123
D01|690311011000|123|123
D01|690311011100|123|123
D01|690311011200|123|123
D01|690311011300|123|123
D01|690311011400|123|123
D01|690311011500|123|123
D01|690311011600|123|123
D01|690311011700|123|123
D01|690311011800|123|123
D01|690311011900|123|123
D01|690311012000|123|123
D01|690311012100|123|123
D01|690311020000|2583|2583
D01|690312000000|9600|9600
D01|690313000000|0.27|0.27
D01|690314010101|1|1
D01|690314010102|2000000000000|23000000000
D01|690314010104|99.00|100.00
D01|690314010105|0.00|0.00
D01|690314010106|1.00|0.00
D01|690314010107|0.00|0.00
D01|690314010108|0.00|0.00
D01|690314010109|100.00|100.00
D01|690314010201|11|2
D01|690314010202|150000000000|7000000000
D01|690314010204|99.00|100.00
D01|690314010205|0.00|0.00
D01|690314010206|1.00|0.00
D01|690314010207|0.00|0.00
D01|690314010208|0.00|0.00
D01|690314010209|100.00|100.00
D01|690316000000|5.12|6.12
D01|690318000000|500000000|1000000000
D01|690319000000|20000000|20000000
D01|690320000000|150000000|200000000
D01|690321000000|6000|6000
D01|690322000000|2000|2000
D01|690323000000|2500|2500
