H01|031402|291080|2021-12-31|REPPS|100202|0|
D01|10020201010000|-122814654|-102012097|20802557
D01|10020201020000|43213|2333|-40880
D01|10020201030000|1302|166362|165060
D01|10020201040000|43213|2333|-40880
D01|10020201050000|43213|2333|-40880
D01|10020201060000|43213|2333|-40880
D01|10020201070000|43213|2333|-40880
D01|10020201080000|43213|2333|-40880
D01|10020201090000|43213|2333|-40880
D01|10020201100000|-122510861|-101829404|20681457
D01|10020202010000|64554|6565|-57989
D01|10020202020000|64554|6565|-57989
D01|10020202030000|64554|6565|-57989
D01|10020202040000|64554|6565|-57989
D01|10020202050000|64554|6565|-57989
D01|10020202060000|64554|6565|-57989
D01|10020202070000|64554|6565|-57989
D01|10020202080000|64554|6565|-57989
D01|10020202090000|516432|52520|-463912
D01|10020203010000|154098|184280|30182
D01|10020203010100|65565|5656|-59909
D01|10020203010200|65565|5656|-59909
D01|10020203010300|15312|115312|100000
D01|10020203010301|7656|57656|50000
D01|10020203010302|7656|57656|50000
D01|10020203010303|7656|57656|50000
D01|10020203010304|7656|57656|50000
D01|10020203010305|7656|57656|50000
D01|10020203010306|7656|57656|50000
D01|10020203010400|7656|57656|50000
D01|10020203020000|151312|11312|-140000
D01|10020203020100|75656|5656|-70000
D01|10020203020200|75656|5656|-70000
D01|10020203030000|75656|5656|-70000
D01|10020203040000|-337236|-1320655|-983419
D01|10020203050000|279235|82825|-196410
D01|10020203050100|7565|65655|58090
D01|10020203050200|271670|17170|-254500
D01|10020203060000|323065|-1036582|-1359647
D01|10020204000000|839497|-984062|-1823559
