H01|031202|2000000021|2021-08-31|LBASRUK|115|2|TEST-02-LBASRUK-4Net
D01|1401000000|434514416000|713668593698
D01|1402000000|0|0
D01|1403000000|19984047200|16335990800
D01|1404000000|196082307173|237732326422
D01|1405000000|0|0
D01|1406000000|425343649239|264900750000
D01|1407000000|0|0
D01|1408000000|0|0
D01|1409000000|0|0
D01|1410000000|179927335521|95925014627
D01|1411000000|0|0
D01|1412000000|0|0
D01|1413000000|0|0
D01|1414000000|707750651527|670045106340
D01|1415000000|0|0
D01|1416000000|0|0
D01|1417000000|0|0
D01|1418000000|0|0
D01|1419000000|0|0
D01|1420000000|0|0
D01|1421000000|0|0
D01|1499000000|0|0
D01|1400000000|1963602406660|1998607781887
D01|1501000000|480663092572|950728422061
D01|1502000000|2202096297125|2274998167710
D01|1503000000|147827350996|118774369559
D01|1504000000|4786553762018|3399758918519
D01|1505000000|492533492022|187614666083
D01|1506000000|1052069978515|687021896108
D01|1507000000|0|0
D01|1508000000|0|7149925723
D01|1509000000|0|0
D01|1510000000|0|0
D01|1511000000|0|0
D01|1599000000|229194000000|58793000000
D01|1501000098|9390937973248|7684839365763
D01|1100000000|11354540379908|9683447147650
D01|2501000000|0|353103854246
D01|2502000000|1320655825240|1044652172457
D01|2503000000|1149269166408|3225415833883
D01|2504000000|0|0
D01|2500000000|2469924991648|4623171860586
D01|2401000000|359402936986|174548736675
D01|2402000000|494977450560|49656631531
D01|2403000000|1031887417571|1060681664148
D01|2404000000|102741000000|57911000000
D01|2405000000|19805725288|19006276467
D01|2406000000|20639000000|31218000000
D01|2407000000|1033082124047|751651163339
D01|2400000000|3062535654452|2144673472160
D01|2000000000|5532460646100|6767845332746
