H01|031201|2000000011|2021-02-28|LBASRJK|507|0|
D01|2500010000|1855660222671|1988266062010|132605839339|0|0|10.00|0|0|0|10.00|0|0|0|10.00|0
D01|2500020000|7427571299687|7718093347340|290522047653|0|0|10.00|0|0|0|10.00|0|0|0|10.00|0
D01|2500030000|6574102671167|6917885487628|343782816461|0|0|10.00|0|0|0|10.00|0|0|0|10.00|0
D01|2500040000|1675143551|1675143551|0|0|0|10.00|0|0|0|10.00|0|0|0|10.00|0
D01|2500050000|1250000|1250000|0|31906152865|1914780058|10.00|2999137281|112349560891|27448913619|10.00|8490064727|0|0|10.00|0
D01|2500060000|22376460000|44752920000|22376460000|254316616247|15262272057|25.00|59763586048|91559727173|15200284939|20.00|15271888447|0|0|25.00|0
D01|2500070000|571696920|571696920|0|10884677217|653220806|25.00|2557864103|30086084318|4179050025|20.00|5181406859|0|0|25.00|0
D01|2500080000|0|0|0|0|0|10.00|0|0|0|10.00|0|0|0|10.00|0
D01|2500990000|15881958743996|16671245907449|789287163453|297107446329|17830272921||65320587432|233995372382|46828248583||28943360033|0|0||0
D01|2501000000|789287163453||||||||||||||
D01|2502000000|65320587432||||||||||||||
D01|2503000000|28943360033||||||||||||||
D01|2504000000|0||||||||||||||
D01|7304000000|883551110918||||||||||||||
