H01|031201|2000000011|2021-02-28|LBASRJK|606|0|
D01|6061010000|103226|15|9850751483025|163592|15|31475182807462|10352|15|1264727366417|62309|15|7719419388934|148884|15|40635587584691|27039|15|3888772842209|0|0|0|0|15|0|356317|15|13963678087355|25015|15|6796764417904|283857|15|46374242346642|1180591|150|161969126324639
D01|6061020000|23806|15|1874766811630|50108|15|9022853573573|2435|15|457460390009|4268|15|756600683865|1977|15|1973212521000|0|15|0|0|0|0|0|15|0|7541|15|602204403677|10661|15|1108245682599|31324|15|14314838207593|132120|150|30110182273946
D01|6061030000|49|15|41513310000|36|15|1113000000|4|15|750000000|24|15|11793569370|139|15|63223270000|500|15|75235590177|0|0|0|0|15|0|0|15|0|80|15|1100000000|544|15|100571556000|1376|150|295300295547
D01|6061040000|0|15|0|0|15|0|0|15|0|0|15|0|0|15|0|0|15|0|0|0|0|0|15|0|0|15|0|0|15|0|0|15|0|0|150|0
D01|6061000000|127081|60|11767031604655|213736|60|40499149381035|12791|60|1722937756426|66601|60|8487813642169|151000|60|42672023375691|27539|60|3964008432386|0|0|0|0|60|0|363858|60|14565882491032|35756|60|7906110100503|315725|60|60789652110235|1314087|600|192374608894132
D01|6062010000|17|5|5177340000|20|5|617000000|33|5|2443252000|194|5|16247368000|1051|5|179192304066|56|5|4336954000|0|0|0|0|0|0|0|5|0|21|5|200000000|663|5|79478141184|2055|45|287692359250
D01|6062020000|39|5|6280505000|46|5|5611166600|2051|5|175849137289|3096|5|173718785786|2505|5|346319777013|235|5|14293873700|0|0|0|0|0|0|11476|5|114880000000|4|5|0|1443|5|75956523700|20895|45|912909769088
D01|6062030000|0|5|0|0|5|0|0|5|0|0|5|0|0|5|0|0|5|0|0|0|0|0|0|0|0|5|0|0|5|0|0|5|0|0|45|0
D01|6062040000|27490|5|99259404377|930|5|10205500000|426|5|108800000000|301|5|78513253000|202|5|153724060000|0|5|0|0|0|0|0|0|0|1360|5|490200000000|2737|5|104271600000|5939|5|1173598084400|39385|45|2218571901777
D01|6062050000|1141|5|954592362500|3106|5|95521855000|983|5|113540977352|3275|5|264964493635|1519|5|365223116259|514|5|36670686629|0|0|0|0|0|0|901|5|184100000000|4464|5|1973252200210|26617|5|3718660353120|42520|45|7706526044705
D01|6062060000|0|5|0|0|5|0|0|5|0|0|5|0|0|5|0|0|5|0|0|0|0|0|0|0|0|5|0|0|5|0|0|5|0|0|45|0
D01|6062000000|28687|30|1065309611877|4102|30|111955521600|3493|30|400633366641|6866|30|533443900421|5277|30|1044459257338|805|30|55301514329|0|0|0|0|0|0|13737|30|789180000000|7226|30|2077723800210|34662|30|5047693102404|104855|270|11125700074820
D01|6060000000|98394|30|10701721992778|209634|30|40387193859435|9298|30|1322304389785|59735|30|7954369741748|145723|30|41627564118353|26734|30|3908706918057|0|0|0|0|60|0|350121|30|13776702491032|28530|30|5828386300293|281063|30|55741959007831|1209232|330|181248908819312
