H01|031202|2000000021|2021-12-31|REASRUK|0300|0|
D01|1501010000|333|200|-133|60.06
D01|1501020101|3500|4300|800|122.86
D01|1501020102|3500|4300|800|122.86
D01|1501020103|3500|4300|800|122.86
D01|1501020104|3500|4300|800|122.86
D01|1501020105|3500|4300|800|122.86
D01|1501020199|3500|4300|800|122.86
D01|1501020100|21000|25800|4800|122.86
D01|1501020201|3000|2500|-500|83.33
D01|1501020202|3000|2500|-500|83.33
D01|1501020203|3000|2500|-500|83.33
D01|1501020204|3000|2500|-500|83.33
D01|1501020299|3000|2500|-500|83.33
D01|1501020200|15000|12500|-2500|83.33
D01|1501020000|6000|13300|7300|221.67
D01|1501030101|3000|2300|-700|76.67
D01|1501030102|3000|2300|-700|76.67
D01|1501030103|3000|2300|-700|76.67
D01|1501030199|3000|2300|-700|76.67
D01|1501030100|12000|9200|-2800|76.67
D01|1501030201|3000|2000|-1000|66.67
D01|1501030202|3000|2000|-1000|66.67
D01|1501030299|3000|2000|-1000|66.67
D01|1501030200|9000|6000|-3000|66.67
D01|1501030000|3000|3200|200|106.67
D01|1501040101|34000|25000|-9000|73.53
D01|1501040102|34000|25000|-9000|73.53
D01|1501040199|34000|25000|-9000|73.53
D01|1501040100|102000|75000|-27000|73.53
D01|1501040201|300|200|-100|66.67
D01|1501040202|300|200|-100|66.67
D01|1501040299|300|200|-100|66.67
D01|1501040200|900|600|-300|66.67
D01|1501040000|101100|74400|-26700|73.59
D01|1501000000|110433|91100|-19333|82.49
