H01|031301|2000004732|2022-12-31|RBDPPKK|0300|2|TEST-05-RBDPPKK-4Net
D01|0301010000|2444664|3023012|123.66
D01|0301020000|2750379|3476339|126.39
D01|0301030000|685116|906134|132.26
D01|0301040000|197698|71961|36.40
D01|0301050000|193535|137232|70.91
D01|0301060000|193535|137232|70.91
D01|0301070000|193535|137232|70.91
D01|0301080000|193535|137232|70.91
D01|0301090000|193535|137232|70.91
D01|0301100000|193535|137232|70.91
D01|0302010000|8.00|7.00|87.50
D01|0302020000|9.00|9.50|105.56
D01|0302030000|10.00|5.00|50.00
D01|0302040000|0.08|0.07|87.50
D01|0302050000|9.00|9.50|105.56
D01|0302060000|10.00|5.00|50.00
