H01|030491|2300000099|2022-05-31|LBPNMU|1100|2|LBPNMU-K-1
D01|1100010000|1100
D01|1100010100|100
D01|1100010200|100
D01|1100010300|100
D01|1100010400|0
D01|1100010500|700
D01|1100010501|100
D01|1100010502|100
D01|1100010503|100
D01|1100010504|100
D01|1100010505|100
D01|1100010506|100
D01|1100010507|100
D01|1100010600|100
D01|1100010601|500
D01|1100010602|400
D01|1100010700|0
D01|1100010800|0
D01|1100010900|0
D01|1100001000|0
D01|1100001100|0
D01|1100001200|0
D01|1100001300|0
D01|1100001400|0
D01|1100001500|0
D01|1100030100|60
D01|1100030101|10
D01|1100030102|10
D01|1100030103|10
D01|1100030104|10
D01|1100030105|10
D01|1100030106|10
D01|1100030200|30
D01|1100030201|10
D01|1100030202|10
D01|1100030203|10
D01|1100030300|0
D01|1100030400|3
D01|1100030401|1
D01|1100030402|2
D01|1100030500|0
D01|1100030600|0
D01|1100030700|0
D01|1100030800|0
D01|1100030900|0
D01|1100040000|93
D01|1100050100|1
D01|1100050101|1
D01|1100050200|3
D01|1100050201|1
D01|1100050202|2
D01|1100050300|110
D01|1100050301|10
D01|1100050302|100
D01|1100050400|893
D01|1100050401|0
D01|1100050402|893
D01|1100050403|0
D01|1100050404|0
D01|1100060000|1007
D01|1100070000|1100
