H01|030491|2300000099|2022-05-31|LBPNMU|1300|2|LBPNMU-K-1
D01|1300010000|460
D01|1300010100|230
D01|1300010101|10
D01|1300010102|20
D01|1300010103|30
D01|1300010104|40
D01|1300010105|50
D01|1300010106|60
D01|1300010107|10
D01|1300010108|10
D01|1300010200|240
D01|1300010201|10
D01|1300010202|20
D01|1300010203|30
D01|1300010204|40
D01|1300010205|50
D01|1300010206|60
D01|1300010207|10
D01|1300010208|10
D01|1300010209|10
D01|1300010300|-10
D01|1300020000|560
D01|1300020100|280
D01|1300020101|10
D01|1300020102|20
D01|1300020103|30
D01|1300020104|40
D01|1300020105|50
D01|1300020106|60
D01|1300020107|70
D01|1300020200|150
D01|1300020201|10
D01|1300020202|20
D01|1300020203|30
D01|1300020204|40
D01|1300020205|50
D01|1300020300|130
D01|1300030000|1100
D01|1300030100|550
D01|1300030101|10
D01|1300030102|20
D01|1300030103|30
D01|1300030104|40
D01|1300030105|50
D01|1300030106|60
D01|1300030107|70
D01|1300030108|80
D01|1300030109|90
D01|1300030110|100
D01|1300030200|360
D01|1300030201|10
D01|1300030202|20
D01|1300030203|30
D01|1300030204|40
D01|1300030205|50
D01|1300030206|60
D01|1300030207|70
D01|1300030208|80
D01|1300030300|190
D01|1300040000|200
D01|1300050000|300
D01|1300060000|100
