H01|031202|2000000021|2021-08-31|LBASRUK|203|0|
D01|4402000001|935136620445|0|178449821055|1113586441500|81137113379|0|-141350075|80995763304
D01|4402000002|0|0|0|0|0|0|0|0
D01|4402000003|17556766008|0|3125982053|20682748061|3784643960|0|0|3784643960
D01|4402000004|103755732919|0|45080509381|148836242300|25857153251|0|2815930934|28673084185
D01|4402000005|81175173467|0|185050159533|266225333000|7854009151|0|25260815972|33114825123
D01|4402000006|0|0|0|0|0|0|0|0
D01|4402000007|0|0|0|0|0|0|0|0
D01|4402000008|156841013504|0|591789287362|748630300866|29295269599|0|75659537609|104954807208
D01|4402000009|286543612642|0|76622786550|363166399192|40109053478|0|225519297|40334572775
D01|4402000010|0|0|0|0|0|0|0|0
D01|4402000011|0|0|0|0|0|0|0|0
D01|4402000012|0|0|0|0|0|0|0|0
D01|4402000013|0|0|0|0|0|0|0|0
D01|4402000014|108548792557|0|0|108548792557|26781675304|0|0|26781675304
D01|4402000015|76256729372|0|10102196277|86358925649|13591898374|0|-144569450|13447328924
D01|4402000016|0|0|0|0|0|0|0|0
D01|4402000000|1765814440914|0|1090220742211|2856035183125|228410816496|0|103675884287|332086700783
