H01|031401|251030|2021-12-31|REPPU|070301|0|
D01|07030101010000|5443|5443|0
D01|07030101020000|5443|5443|0
D01|07030101030000|5443|5443|0
D01|07030101040000|5473|5543|70
D01|07030101050000|6440|6430|-10
D01|07030101060000|6342|6442|100
D01|07030101070000|34584|34744|160
D01|07030102010000|65434|54534|-10900
D01|07030102020000|66434|54534|-11900
D01|07030102030000|69434|54534|-14900
D01|07030102040000|75434|54794|-20640
D01|07030102050000|75444|64534|-10910
D01|07030102060000|75292|64534|-10758
D01|07030102070000|427472|347464|-80008
