H01|031206|2000000061|2021-06-30|REREASS|0401|0|
D01|04010101000000|-111|-111|0
D01|04010101010000|222|222|0
D01|04010101020000|333|333|0
D01|04010102000000|50|100|50
D01|04010103000000|-222.00|-111.00|111.00
D01|04010104000000|120.00|120.00|0.00
D01|04010105000000|100.00|100.00|0.00
D01|04010106000000|22|22|0
D01|04010106010000|22|22|0
D01|04010106020000|22|22|0
D01|04010107000000|100.00|200.00|100.00
D01|04010201010000|1|1|0
D01|04010201020000|1|1|0
D01|04010201030000|100.00|100.00|0.00
D01|04010202010000|1|1|0
D01|04010202020000|10|10|0
D01|04010202030000|10.00|10.00|0.00
D01|04010203010000|10|10|0
D01|04010203020000|4|4|0
D01|04010203030000|6|6|0
D01|04010203040000|150.00|150.00|0.00
D01|04010204010000|10|10|0
D01|04010204020000|5|5|0
D01|04010204030000|20|20|0
D01|04010204040000|42.86|42.86|0.00
