H01|030417|999998|2024-12-31|TAPUFNS|01|1|
D01|0101010100000000|10|9000
D01|0101010101000000|5|3000
D01|0101010101010000|2|2000
D01|0101010101020000|3|1000
D01|0101010102000000|5|6000
D01|0101010102010000|1|4000
D01|0101010102020000|4|2000
D01|0101010200000000|3|30
D01|0101010201000000|1|10
D01|0101010202000000|2|20
D01|0101020101000000|5|50
D01|0101020101010000|1|10
D01|0101020101020000|2|20
D01|0101020101030000|2|20
D01|0101020102000000|3|20
D01|0101020102010000|3|20
D01|0101020102010100|1|15
D01|0101020102010200|2|5
D01|0101020102020000|0|0
D01|0101020102020100|0|0
D01|0101020102020200|0|0
D01|0101020201000000|0|0
D01|0101020201010000|0|0
D01|0101020201020000|0|0
D01|0101020202000000|0|0
D01|0101020202010000|0|0
D01|0101020202020000|0|0
D01|0101020301000000|0|0
D01|0101020301010000|0|0
D01|0101020301020000|0|0
D01|0101020302000000|0|0
D01|0101020302010000|0|0
D01|0101020302020000|0|0
D01|0102020100000000|0|0
D01|0102020200000000|0|0
D01|0102020300000000|0|0
D01|0102020400000000|0|0
D01|0102020401000000|0|0
D01|0102020402000000|0|0
D01|0102020403000000|0|0
