H01|030417|999998|2025-12-31|LBFINS|1100|0|
D01|110001010100|18
D01|110001010200|2
D01|110001010201|1
D01|110001010202|1
D01|110001010300|1
D01|110001010400|25
D01|110001010500|3
D01|110001010600|1
D01|110001010700|2
D01|110001010800|6
D01|110001010801|5
D01|110001010802|1
D01|110001010900|1
D01|110001020000|59
D01|110001030100|1
D01|110001030200|-1
D01|110001030300|1
D01|110001030400|1
D01|110001030500|1
D01|110001030600|1
D01|110001030700|6
D01|110001030701|3
D01|110001030702|3
D01|110001030800|1
D01|110001040000|11
D01|110002000000|70
D01|110003010100|3
D01|110003010200|1
D01|110003010300|4
D01|110003010301|2
D01|110003010302|2
D01|110003010400|5
D01|110003010500|2
D01|110003020000|15
D01|110003030100|2
D01|110003030101|1
D01|110003030102|1
D01|110003030200|23
D01|110003030300|1
D01|110003040000|26
D01|110004000000|41
D01|110005010000|2
D01|110005020000|1
D01|110005030000|1
D01|110005040000|1
D01|110005050000|14
D01|110005060000|4
D01|110005070000|6
D01|110006000000|29
D01|110007000000|70
