H01|030417|999998|2025-12-31|LBFINS|6902|0|
D01|690201010000||600|600
D01|690201010100|e249|100|100
D01|690201010200|e250|100|100
D01|690201010300|e248|100|100
D01|690201010400|e252|100|100
D01|690201010500|e251|100|100
D01|690201010600|e253|100|100
D01|690201020000||14000|14000
D01|690201020100|e256|500|500
D01|690201020200|e257|500|500
D01|690201020300|e258|500|500
D01|690201020400|e259|500|500
D01|690201020500|e262|500|500
D01|690201020600|e261|500|500
D01|690201020700|e255|500|500
D01|690201020800|e260|500|500
D01|690201020900|e254|500|500
D01|690201021000|e263|500|500
D01|690201021100|e265|500|500
D01|690201021200|e267|500|500
D01|690201021300|e796|500|500
D01|690201021400|e266|500|500
D01|690201021500|e264|500|500
D01|690201021600|e270|500|500
D01|690201021700|e271|500|500
D01|690201021800|e268|500|500
D01|690201021900|e272|500|500
D01|690201022000|e269|500|500
D01|690201022100|e273|500|500
D01|690201022200|e275|500|500
D01|690201022300|e274|500|500
D01|690201022400|e276|500|500
D01|690201022500|e279|500|500
D01|690201022600|e277|500|500
D01|690201022700|e280|500|500
D01|690201022800|e278|500|500
D01|690201022900|e244|0|0
D01|690201023000|e245|0|0
D01|690201023100|e246|0|0
D01|690201023200|e247|0|0
D01|690201030000|LO_e1|500|500
D01|690201040000||15100|15100
D01|690201050000||10|10
D01|690202010000||1200|1200
D01|690202010100|e249|200|200
D01|690202010200|e250|200|200
D01|690202010300|e248|200|200
D01|690202010400|e252|200|200
D01|690202010500|e251|200|200
D01|690202010600|e253|200|200
D01|690202020000||8400|8400
D01|690202020100|e256|300|300
D01|690202020200|e257|300|300
D01|690202020300|e258|300|300
D01|690202020400|e259|300|300
D01|690202020500|e262|300|300
D01|690202020600|e261|300|300
D01|690202020700|e255|300|300
D01|690202020800|e260|300|300
D01|690202020900|e254|300|300
D01|690202021000|e263|300|300
D01|690202021100|e265|300|300
D01|690202021200|e267|300|300
D01|690202021300|e796|300|300
D01|690202021400|e266|300|300
D01|690202021500|e264|300|300
D01|690202021600|e270|300|300
D01|690202021700|e271|300|300
D01|690202021800|e268|300|300
D01|690202021900|e272|300|300
D01|690202022000|e269|300|300
D01|690202022100|e273|300|300
D01|690202022200|e275|300|300
D01|690202022300|e274|300|300
D01|690202022400|e276|300|300
D01|690202022500|e279|300|300
D01|690202022600|e277|300|300
D01|690202022700|e280|300|300
D01|690202022800|e278|300|300
D01|690202022900|e244|0|0
D01|690202023000|e245|0|0
D01|690202023100|e246|0|0
D01|690202023200|e247|0|0
D01|690202030000||9600|9600
D01|690202040000||3|3
D01|690203010000||360|
D01|690203010100|e249|60|
D01|690203010200|e250|60|
D01|690203010300|e248|60|
D01|690203010400|e252|60|
D01|690203010500|e251|60|
D01|690203010600|e253|60|
D01|690203020000||640|
D01|690203020100|e256|20|
D01|690203020200|e257|20|
D01|690203020300|e258|20|
D01|690203020400|e259|20|
D01|690203020500|e262|20|
D01|690203020600|e261|20|
D01|690203020700|e255|20|
D01|690203020800|e260|20|
D01|690203020900|e254|20|
D01|690203021000|e263|20|
D01|690203021100|e265|20|
D01|690203021200|e267|20|
D01|690203021300|e796|20|
D01|690203021400|e266|20|
D01|690203021500|e264|20|
D01|690203021600|e270|20|
D01|690203021700|e271|20|
D01|690203021800|e268|20|
D01|690203021900|e272|20|
D01|690203022000|e269|20|
D01|690203022100|e273|20|
D01|690203022200|e275|20|
D01|690203022300|e274|20|
D01|690203022400|e276|20|
D01|690203022500|e279|20|
D01|690203022600|e277|20|
D01|690203022700|e280|20|
D01|690203022800|e278|20|
D01|690203022900|e244|20|
D01|690203023000|e245|20|
D01|690203023100|e246|20|
D01|690203023200|e247|20|
D01|690203030000||1000|
D01|690204000000||20000|
