H01|030417|999998|2025-12-31|LBFINS|6908|0|
D01|690801010000||125403|40
D01|690801010100|e249|11401|10
D01|690801010200|e250|45601|10
D01|690801010300|e248|57001|5
D01|690801010400|e252|2280|5
D01|690801010500|e251|6841|5
D01|690801010600|e253|2279|5
D01|690801020000||113050|160
D01|690801020100|e256|15675|5
D01|690801020200|e257|6270|5
D01|690801020300|e258|3135|5
D01|690801020400|e259|1568|5
D01|690801020500|e262|627|5
D01|690801020600|e261|314|5
D01|690801020700|e255|157|5
D01|690801020800|e260|63|5
D01|690801020900|e254|31|5
D01|690801021000|e263|3511|5
D01|690801021100|e265|2080|5
D01|690801021200|e267|268|5
D01|690801021300|e796|291|5
D01|690801021400|e266|1064|5
D01|690801021500|e264|1923|5
D01|690801021600|e270|2673|5
D01|690801021700|e271|2719|5
D01|690801021800|e268|10561|5
D01|690801021900|e272|1222|5
D01|690801022000|e269|12354|5
D01|690801022100|e273|4033|5
D01|690801022200|e275|3915|5
D01|690801022300|e274|9902|5
D01|690801022400|e276|1574|5
D01|690801022500|e279|5671|5
D01|690801022600|e277|5748|5
D01|690801022700|e280|9846|5
D01|690801022800|e278|1549|5
D01|690801022900|e244|1654|5
D01|690801023000|e245|60|5
D01|690801023100|e246|1347|5
D01|690801023200|e247|1245|5
D01|690801030000||238453|200
D01|690801030100||230000|100
D01|690801030200||4147|67
D01|690801030300||0|0
D01|690801040100||200000|100
D01|690801040200||30000|10
D01|690801040300||4000|30
D01|690801040400||147|27
D01|690802010000||3960|40
D01|690802010100|e249|360|10
D01|690802010200|e250|1440|10
D01|690802010300|e248|1800|5
D01|690802010400|e252|72|5
D01|690802010500|e251|216|5
D01|690802010600|e253|72|5
D01|690802020000||3666|160
D01|690802020100|e256|495|5
D01|690802020200|e257|198|5
D01|690802020300|e258|99|5
D01|690802020400|e259|50|5
D01|690802020500|e262|20|5
D01|690802020600|e261|10|5
D01|690802020700|e255|5|5
D01|690802020800|e260|2|5
D01|690802020900|e254|1|5
D01|690802021000|e263|111|5
D01|690802021100|e265|66|5
D01|690802021200|e267|8|5
D01|690802021300|e796|9|5
D01|690802021400|e266|34|5
D01|690802021500|e264|61|5
D01|690802021600|e270|84|5
D01|690802021700|e271|86|5
D01|690802021800|e268|334|5
D01|690802021900|e272|39|5
D01|690802022000|e269|390|5
D01|690802022100|e273|127|5
D01|690802022200|e275|124|5
D01|690802022300|e274|313|5
D01|690802022400|e276|50|5
D01|690802022500|e279|179|5
D01|690802022600|e277|182|5
D01|690802022700|e280|311|5
D01|690802022800|e278|49|5
D01|690802022900|e244|55|5
D01|690802023000|e245|30|5
D01|690802023100|e246|67|5
D01|690802023200|e247|77|5
D01|690802030000||7626|200
D01|690802030100||7000|2000
D01|690802030200||397|380
D01|690802030300||0|0
D01|690802040100||3500|2000
D01|690802040200||3500|300
D01|690802040300||300|40
D01|690802040400||97|40
D01|690803010000||2640|40
D01|690803010100|e249|240|10
D01|690803010200|e250|960|10
D01|690803010300|e248|1200|5
D01|690803010400|e252|48|5
D01|690803010500|e251|144|5
D01|690803010600|e253|48|5
D01|690803020000||2775|160
D01|690803020100|e256|330|5
D01|690803020200|e257|132|5
D01|690803020300|e258|66|5
D01|690803020400|e259|33|5
D01|690803020500|e262|13|5
D01|690803020600|e261|7|5
D01|690803020700|e255|3|5
D01|690803020800|e260|1|5
D01|690803020900|e254|1|5
D01|690803021000|e263|74|5
D01|690803021100|e265|44|5
D01|690803021200|e267|6|5
D01|690803021300|e796|6|5
D01|690803021400|e266|22|5
D01|690803021500|e264|40|5
D01|690803021600|e270|56|5
D01|690803021700|e271|57|5
D01|690803021800|e268|222|5
D01|690803021900|e272|26|5
D01|690803022000|e269|260|5
D01|690803022100|e273|85|5
D01|690803022200|e275|82|5
D01|690803022300|e274|208|5
D01|690803022400|e276|33|5
D01|690803022500|e279|119|5
D01|690803022600|e277|121|5
D01|690803022700|e280|207|5
D01|690803022800|e278|33|5
D01|690803022900|e244|120|5
D01|690803023000|e245|78|5
D01|690803023100|e246|135|5
D01|690803023200|e247|155|5
D01|690803030000||5415|200
D01|690803030100||4000|800
D01|690803030200||927|50
D01|690803030300||0|0
D01|690803040100||2000|500
D01|690803040200||2000|300
D01|690803040300||500|25
D01|690803040400||427|25
D01|690804010000||3960|40
D01|690804010100|e249|360|10
D01|690804010200|e250|1440|10
D01|690804010300|e248|1800|5
D01|690804010400|e252|72|5
D01|690804010500|e251|216|5
D01|690804010600|e253|72|5
D01|690804020000||3680|160
D01|690804020100|e256|495|5
D01|690804020200|e257|198|5
D01|690804020300|e258|99|5
D01|690804020400|e259|50|5
D01|690804020500|e262|20|5
D01|690804020600|e261|10|5
D01|690804020700|e255|5|5
D01|690804020800|e260|2|5
D01|690804020900|e254|1|5
D01|690804021000|e263|111|5
D01|690804021100|e265|66|5
D01|690804021200|e267|8|5
D01|690804021300|e796|9|5
D01|690804021400|e266|34|5
D01|690804021500|e264|61|5
D01|690804021600|e270|84|5
D01|690804021700|e271|86|5
D01|690804021800|e268|334|5
D01|690804021900|e272|39|5
D01|690804022000|e269|390|5
D01|690804022100|e273|127|5
D01|690804022200|e275|124|5
D01|690804022300|e274|313|5
D01|690804022400|e276|50|5
D01|690804022500|e279|179|5
D01|690804022600|e277|182|5
D01|690804022700|e280|311|5
D01|690804022800|e278|49|5
D01|690804022900|e244|10|5
D01|690804023000|e245|89|5
D01|690804023100|e246|121|5
D01|690804023200|e247|23|5
D01|690804030000||7640|200
