H01|031303|2000004778|2022-12-31|RBDPPKS|0703|1|
D01|0703010000|1763841|1188145|1570811|1381175|1808039|1957226|1387795|2377470|1953599|1365974|1754292|1565281|1145895|1842541|1741566|1246870
D01|0703020000|1811643|1754723|1560528|2005838|1966795|1970659|1809123|2128331|1340437|1142399|1651216|831620|1913897|1757040|1853901|1817036
D01|0703030000|1842982|1347522|1124623|2065881|1866079|1308581|1447018|1727642|1316884|1351430|1049766|1618548|1758837|1200456|1028625|1930668
D01|0703040000|1398213|1050719|1839039|609893|1026193|1939496|1336881|1628808|1167741|1230476|1252089|1146128|1626126|1491556|1898613|1219069
D01|0703050000|1570660|1831942|1594923|1807679|1808227|1900414|1111032|2597609|1471840|1835700|1448380|1859160|1062110|1550964|1985070|628004
D01|0703060000|1958189|1051864|1824986|1185067|1105453|1374379|1891103|588729|1063890|1288653|1291030|1061513|1624288|1007640|1996573|635355
D01|0703070000|1886523|1236627|1089582|2033568|1952183|1179859|1303285|1828757|1141960|1561878|1969155|734683|1587632|1712693|1937583|1362742
D01|0703080000|1202777|1303512|1818212|688077|1373366|1417105|1906389|884082|1156757|1220664|1081343|1296078|1065551|1851896|1319540|1597907
D01|0703090000|1316503|1407463|1220856|1503110|1009115|1328876|1087565|1250426|1735263|1066154|1328073|1473344|1969643|1440775|1089640|2320778
D01|0703100000|1159063|1840099|1918235|1080927|1677488|1366177|1304484|1739181|1162300|1382967|1804699|740568|1065584|1623920|1386387|1303117
D01|0703110000|1331904|1034753|1863595|503062|1938038|1324441|1260814|2001665|1258111|1875899|1602801|1531209|1899341|1047789|1991100|956030
D01|0703120000|1710991|1736937|1555169|1892759|1076797|1814614|1315902|1575509|1269874|1610979|1794186|1086667|1140644|1104501|1721440|523705
D01|0703130000|1993166|1758363|1071664|2679865|1356086|1471256|1939074|888268|1188333|1444179|1587059|1045453|1391189|1982693|1791685|1582197
D01|0703140000|1463606|1927506|1864292|1526820|1834209|1000286|1824945|1009550|1856786|1935373|1922159|1870000|1049992|1162603|1398073|814522
D01|0703150000|1334342|1934629|1158855|2110116|1231353|1272738|1331953|1172138|1246968|1984894|1048937|2182925|1155966|1369465|1761865|763566
D01|0703160000|1299732|1679746|1482054|1497424|1973242|1795981|1069145|2700078|1129986|1805708|1321060|1614634|1947980|1815156|1329514|2433622
D01|0703170000|1448994|1887108|1105518|2230584|1659925|1619892|1669993|1609824|1210992|1140624|1390769|960847|1846475|1397513|1772994|1470994
D01|0703180000|1082413|1293093|1515779|859727|1912668|1277595|1144377|2045886|1642387|1584086|1840410|1386063|1701871|1350462|1843921|1208412
D01|0703190000|1410794|1520011|1543092|1387713|1315596|1453938|1267186|1502348|1986057|1065772|1257374|1794455|1187971|1913533|1407454|1694050
D01|0703200000|1699796|1844703|1193848|2350651|1327113|1663241|1750468|1239886|1594335|1588143|1379619|1802859|1514784|1616719|1391021|1740482
D01|0703220000|30686132|30629465|29915661|31399936|31217965|30436754|29158532|32496187|27894500|29481952|29774417|27602035|29655776|30239915|32646565|27249126
