H01|031205|2000000051|2021-06-30|REASRUS|0402|0|
D01|04020101000000|8|8|0
D01|04020101010000|10|10|0
D01|04020101020000|2|2|0
D01|04020102000000|2|2|0
D01|04020103000000|400.00|400.00|0.00
D01|04020104000000|120.00|120.00|0.00
D01|04020105000000|100.00|100.00|0.00
D01|04020106000000|1|1|0
D01|04020106010000|1|1|0
D01|04020106020000|1|1|0
D01|04020107000000|1.00|1.00|0.00
D01|04020201010000|1|1|0
D01|04020201020000|1|1|0
D01|04020201030000|100.00|100.00|0.00
D01|04020202010000|2|2|0
D01|04020202020000|1|1|0
D01|04020202030000|1|1|0
D01|04020202040000|100.00|100.00|0.00
D01|04020203010000|1|1|0
D01|04020203020000|10|10|0
D01|04020203030000|10.00|10.00|0.00
D01|04020204010000|1|1|0
D01|04020204020000|1|1|0
D01|04020204030000|100.00|100.00|0.00
D01|04020205010000|5|5|0
D01|04020205020000|1|1|0
D01|04020205030000|4|4|0
D01|04020205040000|400.00|400.00|0.00
D01|04020206010000|1|1|0
D01|04020206020000|1|1|0
D01|04020206030000|0|0|0
D01|04020207010000|1|1|0
D01|04020207020000|2|2|0
D01|04020207030000|-1|-1|0
