H01|031203|2000000031|2021-08-31|LBREASK|100|1|
D01|1401000000|1348755451644|0|0|0|0|0|1348755451644|0|1348755451644|0|1348755451644
D01|1402000000|0|0|0|0|0|0|0|0|0|0|0
D01|1403000000|19984047200|19984047200|0|0|0|0|19984047200|19984047200|19984047200|0|19984047200
D01|1404000000|196082307173|196082307173|0|0|0|0|196082307173|196082307173|196082307173|0|196082307173
D01|1420000000|0|0|||0|0|0|0|0|0|0
D01|1405000000|0|0|0|0|0|0|0|0|0|0|0
D01|1406000000|425343649239|425343649239|0|0|0|0|425343649239|425343649239|425343649239|0|425343649239
D01|1407000000|0|0|0|0|0|0|0|0|0|0|0
D01|1408000000|0|0|0|0|0|0|0|0|0|0|0
D01|1409000000|0|0|0|0|0|0|0|0|0|0|0
D01|1410000000|179927335521|179927335521|0|0|0|0|179927335521|179927335521|179927335521|0|179927335521
D01|1411000000|0|0|0|0|0|0|0|0|0|0|0
D01|1412000000|0|0|||0|0|0|0|0|0|0
D01|1421000000|0|0|||0|0|0|0|0|100000000|100000000
D01|1413000000|0|0|0|0|0|0|0|0|0|0|0
D01|1414000000|707750651527|196360240666|||0|0|707750651527|196360240666|196360240666|0|196360240666
D01|1415000000|0|0|||0|0|0|0|0|0|0
D01|1416000000|0|0|||0|0|0|0|0|0|0
D01|1417000000|0|0|0|0|0|0|0|0|0|0|0
D01|1418000000|0|0|||0|0|0|0|0|0|0
D01|1419000000|0|0|||0|0|0|0|0|0|0
D01|1499000000|0||||0|0|0|0|0|0|0
D01|1400000000|2877843442304|1017697579799|0|0|0|0|2877843442304|1017697579799|2366453031443|100000000|2366553031443
D01|1501000000|1394904125970|480663092572|0|0|0|0|1394904125970|480663092572|480663092572|0|480663092572
D01|1502000000|2211130340615|2126704289360|0|0|0|0|2211130340615|2126704289360|0|2126704289360|2126704289360
D01|1503000000|215273520258|199246962844|||0|0|215273520258|199246962844|0|199246962844|199246962844
D01|1504000000|4786553762018|5382714333882|||0|0|4786553762018|5382714333882|5382714343882|0|5382714343882
D01|1505000000|497137250519|452232546602|||0|0|497137250519|452232546602|0|452232546602|452232546602
D01|1506000000|1532076481836|1469835541282|||0|0|1532076481836|1469835541282|0|1469835541282|1469835541282
D01|1507000000|0|0|||0|0|0|0|0|0|0
D01|1508000000|0|0|0|0|0|0|0|0|0|0|0
D01|1509000000|175355300369|789980000000|||0|0|175355300369|789980000000||789980000000|789980000000
D01|1510000000|0|0|||0|0|0|0|0|0|0
D01|1511000000|77306631959||||0|0|77306631959|0||0|0
D01|1599000000|425026247316||0||-924677295179|0|-499651047863|0||0|0
D01|1500000000|11314763660860|10901376766542|0|0|-924677295179|0|10390086365681|10901376766542|5863377436454|5037999340088|10901376776542
D01|1000000000|14192607103164|11919074346341|0|0|-924677295179|0|13267929807985|11919074346341|8229830467897|5038099340088|13267929807985
D01|2401000000|441784970306|441784970306|0|0|0|0|441784970306|441784970306|441784970306|0|441784970306
D01|2402000000|605422171236|605422171236|||0|0|605422171236|605422171236|605422171236|0|605422171236
D01|2403000000|1525034438057|1525034438057|||0|0|1525034438057|1525034438057|1525034438057|0|1525034438057
D01|2404000000|124215115531|124215115531|0|0|0|0|124215115531|124215115531|0|124215115531|124215115531
D01|2405000000|19805725288|19805725288|||0|0|19805725288|19805725288||19805725288|19805725288
D01|2406000000|20639000000|20639000000|||0|0|20639000000|20639000000||20639000000|20639000000
D01|2407000000|1097705475876|1097705475876|0|0|0|0|1097705475876|1097705475876||1097705475876|1097705475876
D01|2400000000|3834606896294|3834606896294|0|0|0|0|3834606896294|3834606896294|2572241579599|1262365316695|3834606896294
D01|2501000000|412782679295|577810813789|0|0|0|0|412782679295|577810813789|577810813789|0|577810813789
D01|2502000000|1320655825240|2054642600408|||0|0|1320655825240|2054642600408|2054642600408|0|2054642600408
D01|2503000000|4550399806491|4582317699656|||0|0|4550399806491|4582317699656|4582317699656|0|4582317699656
D01|2504000000|0|0|||0|0|0|0|0|1367855579932|1367855579932
D01|2500000000|6283838311026|7214771113853|0|0|0|0|6283838311026|7214771113853|7214771113853|1367855579932|8582626693785
D01|2000000000|10118445207320|11049378010147|0|0|0|0|10118445207320|11049378010147|9787012693452|2630220896627|12417233590079
D01|2600000000|735350649556|-1348755449600|||-924677295179|0|-189326645623|-1348755449600|-1557182225555||-1557182225555
D01|3401000000|425000000000|425000000000|||0|0|425000000000|425000000000||425000000000|425000000000
D01|3402000000|178890388130|0|||0|0|178890388130|0||189426657667|189426657667
D01|3403000000|850162272694|850162272694|||0|0|850162272694|850162272694||850162272694|850162272694
D01|3404000000|1884758585464|1884758585464|||0|0|1884758585464|1884758585464||1884758585464|1884758585464
D01|3405000000||-1092114026006||0|0|0|0|-1092114026006||-1092114026006|-1092114026006
D01|3406000000||150644953642||0|0|0|0|150644953642||150644953642|150644953642
D01|3000000000|3338811246288|2218451785794|0|0|0|0|3338811246288|2218451785794|0|2407878443461|2407878443461
D01|3999999999|14192607103164|11919074346341|0|0|-924677295179|0|13267929807985|11919074346341|8229830467897|5038099340088|13267929807985
