H01|031203|2000000031|2021-08-31|LBREASK|101|1|
D01|1401000000|434514416000|434514416000|0|-914241035644|0
D01|1402000000|0|0|0|0|0
D01|1403000000|19984047200|19984047200|0|0|0
D01|1404000000|196082307173|196082307173|0|0|0
D01|1405000000|0|0|0|0|0
D01|1406000000|425343649239|425343649239|0|0|0
D01|1407000000|0|0|0|0|0
D01|1408000000|0|0|0|0|0
D01|1409000000|0|0|0|0|0
D01|1410000000|179927335521|179927335521|0|0|0
D01|1411000000|0|0|0|0|0
D01|1412000000|0|0|0|0|0
D01|1413000000|0|0|0|0|0
D01|1414000000|707750651527|707750651527|0|511390410861|0
D01|1415000000|0|0|0|0|0
D01|1416000000|0|0|0|0|0
D01|1417000000|914241035644|0|0|0|0
D01|1418000000|0|0|0|0|0
D01|1419000000|0|0|0|0|0
D01|1420000000|0|0|0|0|0
D01|1421000000|0|0|0|0|1017697579799
D01|1499000000|0||0|0|
D01|1400000000|2877843442304|1963602406660|0|-402850624783|1017697579799
D01|1501000000|1394904125970|480663092572|-914241033398|0|0
D01|1502000000|2211130340615|2211130340615|0|84426051255|0
D01|1503000000|215273520258|215273520258|0|16026557414|0
D01|1504000000|4786553762018|5382714343882|596160581863|0|0
D01|1505000000|497137250519|497137250519|0|44904703917|0
D01|1506000000|1532076481836|1532076481836|0|62240940555|0
D01|1507000000|0|0|0|0|0
D01|1508000000|0|0|0|0|0
D01|1509000000|175355300369|834587418000|659232117631|44607418000|10901376766542
D01|1510000000|-10000|0|0|0|0
D01|1511000000|77306631959||-77306631959|0|
D01|1599000000|425026257316||-425026257316|0|
D01|1500000000|11314763660860|11153582447682|-161181223179|252205671141|10901376766542
D01|1000000000|14192607103164|13117184854342|-161181223179|-150644953642|11919074346341
D01|2400000000|3834606896294|3834606896294|0||
D01|2501000000|412782679295|577810813789|-165028134493||
D01|2502000000|1320655825240|2054642600408|-733986775168||
D01|2503000000|4550399806491|4582317699656|-31917893165||
D01|2504000000|0|0|0||
D01|2000000000|10118445207320|11049378010147|-930932802826||
