H01|031203|2000000031|2021-12-31|REREASK|0400|0|
D01|7100000000|200|321|121
D01|7200000000|222|111|-111
D01|7000000099|-22|210|232
D01|7300000099|222|3333|3111
D01|7400000000|-244|-3123|-2879
D01|7000000098|-9.91|6.30|16.21
D01|7001010000|333|4444|4111
D01|7001020000|33|333|300
D01|7001000000|1009.09|1334.53|325.44
D01|7002010000|100|101|1
D01|7002020000|100|101|1
D01|7002030000|100|101|1
D01|7002000000|50.00|50.00|0.00
D01|7003010000|300|321|21
D01|7003020000|300|321|21
D01|7003000000|100.00|100.00|0.00
D01|7004010000|100|99|-1
D01|7004020000|100|99|-1
D01|7004030000|100|99|-1
D01|7004040000|100|99|-1
D01|7004050000|100.00|100.00|0.00
D01|7004060000|100.00|100.00|0.00
D01|7004070000|100.00|100.00|0.00
D01|7004000000|300.00|300.00|0.00
D01|7005010000|222|333|111
D01|7005020000|222|333|111
D01|7005000000|100.00|100.00|0.00
D01|7006010000|222|333|111
D01|7006020000|111|222|111
D01|7006000000|200.00|150.00|-50.00
