H01|031203|2000000031|2021-08-31|LBREASK|201|3|
D01|4101010000|906808000000|603814000000|72964000000|185250000000|234432000000|0|0|528204000000|362434000000|0|0|0|0|337306000000|1326550000000|0|4557762000000
D01|4101020000|664078000000|333000000|2557000000|13201000000|46623000000|0|0|233525000000|68235000000|0|0|0|0|9450000000|21220000000|0|1059222000000
D01|4101000000|1570886000000|604147000000|75521000000|198451000000|281055000000|0|0|761729000000|430669000000|0|0|0|0|346756000000|1347770000000|0|5616984000000
D01|4102000000|91646000000|162413000000|8657000000|8339000000|12059000000|0|0|11268000000|51332000000|0|0|0|0|34992000000|213731000000|0|594437000000
D01|4100000000|1479240000000|441734000000|66864000000|190112000000|268996000000|0|0|750461000000|379337000000|0|0|0|0|311764000000|1134039000000|0|5022547000000
D01|4201000000|1113586000000|0|20683000000|148836000000|266225000000|0|0|748630000000|363166000000|0|0|0|0|108549000000|86360000000|0|2856035000000
D01|4202000000|80996000000|0|3932000000|28673000000|33115000000|0|0|104363000000|40335000000|0|0|0|0|26782000000|13446000000|0|331642000000
D01|4200000000|1032590000000|0|16751000000|120163000000|233110000000|0|0|644267000000|322831000000|0|0|0|0|81767000000|72914000000|0|2524393000000
D01|4300000000|446650000000|441734000000|50113000000|69949000000|35886000000|0|0|106194000000|56506000000|0|0|0|0|229997000000|1061125000000|0|2498154000000
D01|4401000000|607355564|-11435052378|0|831574792|0|0|0|0|15847831150|0|0|0|0|0|-84871881266|0|-79020172138
D01|4402000000|-17853885858|-54800267524|2045916825|11557413320|12281406308|0|0|4971869910|1354834169|0|0|0|0|377511888|-136853923861|0|-176919124823
D01|4403000000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|4400000000|-17246530294|-66235319902|2045916825|12388988112|12281406308|0|0|4971869910|17202665319|0|0|0|0|377511888|-221725805127|0|-255939296961
D01|4500000000|429403469706|375498680098|52158916825|82337988112|48167406308|0|0|111165869910|73708665319|0|0|0|0|230374511888|839399194873|0|2242214703039
D01|4600000000|11065000000|599000000|740000000|231000000|714000000|0|0|5027000000|3513000000|0|0|0|0|-317000000|2211000000|0|23783000000
D01|4000000000|440468469706|376097680098|52898916825|82568988112|48881406308|0|0|116192869910|77221665319|0|0|0|0|230057511888|841610194873|0|2265997703039
D01|5401010000|537540000000|342708000000|35166000000|85778000000|183908000000|0|0|667739000000|82656000000|0|0|0|0|117010000000|719804000000|0|2772309000000
D01|5401020000|315230000000|0|2729000000|47569000000|166642000000|0|0|660173000000|59979000000|0|0|0|0|69133000000|92463000000|0|1413918000000
D01|5401030000|-32292513066|-1727314736|1237533387|-29775562474|-4733981900|0|0|1217473445|-3339037469|0|0|0|0|41695462|87304019579|0|17932312228
D01|5401000000|190017486934|340980685264|33674533387|8433437526|12532018100|0|0|8783473445|19337962531|0|0|0|0|47918695462|714645019579|0|1376323312228
D01|5402000000|143618000000|185365000000|7118000000|14614000000|6480000000|0|0|12322000000|19667000000|0|0|0|0|50001000000|100387000000|0|539572000000
D01|5400000000|333635486934|526345685264|40792533387|23047437526|19012018100|0|0|21105473445|39004962531|0|0|0|0|97919695462|815032019579|0|1915895312228
D01|5500000000|106832982772|-150248005166|12106383438|59521550586|29869388208|0|0|95087396465|38216702788|0|0|0|0|132137816426|26578175294|0|350102390811
