H01|031403|2000002657|2021-12-31|RBPMVK|100301|2|TEST-04-RBPMVK-4Net
D01|10030101010000000000|-5864|-5864|-5864|-5864
D01|10030101010100000000|-7380|-7380|-7380|-7380
D01|10030101010101000000|2122|2122|2122|2122
D01|10030101010102000000|323|323|323|323
D01|10030101010103000000|-1476|-1476|-1476|-1476
D01|10030101010104000000|-3275|-3275|-3275|-3275
D01|10030101010105000000|-5074|-5074|-5074|-5074
D01|10030101010200000000|605|605|605|605
D01|10030101010201000000|121|121|121|121
D01|10030101010202000000|121|121|121|121
D01|10030101010203000000|121|121|121|121
D01|10030101010204000000|121|121|121|121
D01|10030101010205000000|121|121|121|121
D01|10030101010300000000|121|121|121|121
D01|10030101010400000000|121|121|121|121
D01|10030101010500000000|446|446|446|446
D01|10030101010501000000|223|223|223|223
D01|10030101010502000000|223|223|223|223
D01|10030101010600000000|223|223|223|223
D01|10030101020000000000|888|888|888|888
D01|10030101020100000000|222|222|222|222
D01|10030101020200000000|222|222|222|222
D01|10030101020300000000|222|222|222|222
D01|10030101020400000000|222|222|222|222
D01|10030101030000000000|222|222|222|222
D01|10030101040000000000|666|666|666|666
D01|10030101040100000000|333|333|333|333
D01|10030101040200000000|333|333|333|333
D01|10030101050000000000|-4088|-4088|-4088|-4088
D01|10030102010000000000|2727|2727|2727|2727
D01|10030102010100000000|669|669|669|669
D01|10030102010101000000|223|223|223|223
D01|10030102010102000000|223|223|223|223
D01|10030102010103000000|223|223|223|223
D01|10030102010200000000|223|223|223|223
D01|10030102010300000000|223|223|223|223
D01|10030102010400000000|96|96|96|96
D01|10030102010401000000|32|32|32|32
D01|10030102010402000000|32|32|32|32
D01|10030102010403000000|32|32|32|32
D01|10030102010500000000|32|32|32|32
D01|10030102010600000000|636|636|636|636
D01|10030102010601000000|212|212|212|212
D01|10030102010602000000|212|212|212|212
D01|10030102010603000000|212|212|212|212
D01|10030102010700000000|212|212|212|212
D01|10030102010800000000|212|212|212|212
D01|10030102010900000000|212|212|212|212
D01|10030102011000000000|212|212|212|212
D01|10030102020000000000|212|212|212|212
D01|10030102030000000000|2939|2939|2939|2939
D01|10030103000000000000|-7027|-7027|-7027|-7027
D01|10030104010000000000|321|321|321|321
D01|10030104020000000000|321|321|321|321
D01|10030105000000000000|-7027|-7027|-7027|-7027
D01|10030106000000000000|1615|1615|1615|1615
D01|10030106010000000000|323|323|323|323
D01|10030106020000000000|323|323|323|323
D01|10030106030000000000|323|323|323|323
D01|10030106040000000000|323|323|323|323
D01|10030106050000000000|323|323|323|323
D01|10030107000000000000|-5412|-5412|-5412|-5412
