H01|031304|2000001138|2022-12-31|RBDPLKS|0703|1|
D01|0703010000|1563386|1747738|1935246|1375878|1082949|1990872|1846129|1227692|1008461|1080056|1269616|818901|1487379|1322034|1141522|1667891
D01|0703020000|1635529|1815450|1827753|1623226|1978618|1561188|1439070|2100736|1869840|1136117|1712326|1293631|1781963|1187591|1816783|1152771
D01|0703030000|1126361|1513439|1500436|1139364|1094531|1607560|1168769|1533322|1641267|1577824|1312292|1906799|1538198|1549912|1039627|2048483
D01|0703040000|1956979|1071245|1600968|1427256|1508899|1214661|1552252|1171308|1188163|1347105|1903750|631518|1588172|1371698|1188117|1771753
D01|0703050000|1991337|1719875|1942249|1768963|1144455|1470181|1469050|1145586|1428255|1681523|1740082|1369696|1337143|1944617|1501308|1780452
D01|0703060000|1329340|1709261|1697657|1340944|1222256|1670222|1833727|1058751|1566337|1350880|1079876|1837341|1397159|1009066|1618618|787607
D01|0703070000|1350238|1161404|1931877|579765|1261620|1503142|1025477|1739285|1548880|1118874|1679086|988668|1091756|1695237|1994069|792924
D01|0703080000|1299730|1629150|1188756|1740124|1147257|1498915|1312350|1333822|1356184|1893615|1755912|1493887|1438414|1453761|1178095|1714080
D01|0703090000|1377639|1049753|1121051|1306341|1677857|1423234|1097863|2003228|1745727|1126041|1996669|875099|1594300|1842137|1398563|2037874
D01|0703100000|1535072|1873105|1956062|1452115|1926894|1337259|1698237|1565916|1030989|1822278|1159108|1694159|1731470|1586465|1781425|1536510
D01|0703110000|1371250|1949437|1192373|2128314|1204004|1117642|1392611|929035|1129068|1572601|1858339|843330|1863759|1091781|1962271|993269
D01|0703120000|1157077|1852715|1202583|1807209|1811912|1813599|1381708|2243803|1271022|1922416|1479780|1713658|1291828|1868552|1628689|1531691
D01|0703130000|1175288|1537163|1918949|793502|1735183|1353069|1840881|1247371|1889732|1584878|1789712|1684898|1260261|1353827|1450801|1163287
D01|0703140000|1199371|1434066|1605625|1027812|1202667|1465819|1497671|1170815|1410942|1002691|1194407|1219226|1914882|1707734|1390340|2232276
D01|0703150000|1550810|1737823|1689711|1598922|1258213|1725029|1763884|1219358|1605564|1500580|1985761|1120383|1301340|1299446|1116588|1484198
D01|0703160000|1684836|1380606|1577233|1488209|1746246|1179744|1826795|1099195|1868499|1724770|1800872|1792397|1620397|1880457|1822919|1677935
D01|0703170000|1068353|1340799|1067450|1341702|1117901|1658532|1098984|1677449|1935622|1093416|1368369|1660669|1572547|1531099|1574592|1529054
D01|0703180000|1538987|1590644|1535449|1594182|1605803|1839890|1912874|1532819|1906011|1429962|1944385|1391588|1639395|1450639|1043680|2046354
D01|0703190000|1233535|1436776|1765771|904540|1635085|1264375|1428729|1470731|1642577|1953937|1477457|2119057|1752678|1685033|1094026|2343685
D01|0703200000|1246410|1324510|1002675|1568245|1188061|1221495|1880833|528723|1176202|1703374|1168573|1711003|1915973|1423599|1132203|2207369
D01|0703220000|28391528|30874959|31259874|28006613|28550411|29916428|30467894|27998945|30219342|29622938|31676372|28165908|31119014|30254685|28874236|32499463
