H01|031302|2000003647|2022-12-31|RBDPLKK|0500|1|
D01|0501010000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501020000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501030000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501040000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501050000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501060000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501070000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501080000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501090000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501100000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501110000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501120000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501130000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501140000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501150000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501160000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501170000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501180000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501190000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501200000|111|111|111|111|222|222|222|222|333|333|333|333|444|444|444|444
D01|0501210000|222|222|222|222|444|444|444|444|666|666|666|666|888|888|888|888
D01|0501220000|2220|2220|2220|2220|4440|4440|4440|4440|6660|6660|6660|6660|8880|8880|8880|8880
