H01|031403|2000002657|2021-12-31|TAPUPVK|01|0
D01|0101010101010000|0|0
D01|0101010101020000|0|0
D01|0101010102010000|0|0
D01|0101010102020000|0|0
D01|0101010201000000|0|0
D01|0101010202000000|0|0
D01|0101020101010000|0|0
D01|0101020101020000|0|0
D01|0101020101030000|0|0
D01|0101020102010100|0|0
D01|0101020102010200|0|0
D01|0101020102020100|0|0
D01|0101020102020200|0|0
D01|0101020201010000|0|0
D01|0101020201020000|0|0
D01|0101020202010000|0|0
D01|0101020202020000|0|0
D01|0101020301010000|0|0
D01|0101020301020000|0|0
D01|0101020302010000|0|0
D01|0101020302020000|0|0
D01|0102010000000000|0|0
D01|0103010100000000|0|0
D01|0103010201000000|0|0
D01|0103010202000000|0|0
D01|0103010203000000|0|0
D01|0103020100000000|0|0
D01|0103020200000000|0|0
D01|0103020300000000|0|0
D01|0103020401000000|0|0
D01|0103020402000000|0|0
D01|0103020403000000|0|0
