H01|031206|2000000061|2021-03-31|LBREASS|228|3|
D01|2280050100|25|2|27|99|44|143|124|46|170
D01|2280050101|0||0|0||0|0||0
D01|2280050102|1||1|0||0|1||1
D01|2280050103|0||0|0||0|0||0
D01|2280050104|0||0|22||22|22||22
D01|2280050105|23||23|0||0|23||23
D01|2280050106|0||0|0||0|0||0
D01|2280050107|0||0|0||0|0||0
D01|2280050108|0||0|0||0|0||0
D01|2280050109|0||0|0||0|0||0
D01|2280050110|0||0|22||22|22||22
D01|2280050111|1|2|3|0|44|44|1|46|47
D01|2280050112|0||0|0||0|0||0
D01|2280050113|0||0|0||0|0||0
D01|2280050114|0||0|0||0|0||0
D01|2280050115|0||0|55||55|55||55
D01|2280050116|0||0|0||0|0||0
D01|2280050117|70|0|70|81|0|81|151|0|151
D01|2280050118|0||0|0||0|0||0
D01|2280050119|0||0|0||0|0||0
D01|2280050120|0||0|0||0|0||0
D01|2280050121|0||0|0||0|0||0
D01|2280050122|66||66|77||77|143||143
D01|2280050123|0||0|0||0|0||0
D01|2280050124|0||0|0||0|0||0
D01|2280050125|0||0|0||0|0||0
D01|2280050126|0||0|0||0|0||0
D01|2280050127|2||2|0||0|2||2
D01|2280050128|0||0|0||0|0||0
D01|2280050129|0|0|0|2|0|2|2|0|2
D01|2280050130|2||2|0||0|2||2
D01|2280050131|0||0|2||2|2||2
D01|2280050132|0||0|0||0|0||0
D01|2280050133|0||0|0||0|0||0
