H01|031205|2000000051|2021-03-31|LBASRUS|300|3|
D01|3001010000|0|0|0|0|0
D01|3001010001|9|4|-7|-4|2
D01|3001010002|9|4|-7|-4|2
D01|3001010003|-1|-1|-2|-4|-8
D01|3001010004|1|2|2|1|6
D01|3001010005|0|0|0|0|0
D01|3001010006|1|2|2|0|5
D01|3001010007|0|0|0|0|0
D01|3001010008|0|0|0|1|1
D01|3001010009|0|0|0|0|0
D01|3001010010|0|0|0|0|0
D01|3001010011|2|3|4|5|14
D01|3001010012|0|0|0|0|0
D01|3001010013|0|0|0|0|0
D01|3001010014|0|0|0|0|0
D01|3001010015|2|3|0|0|5
D01|3001010016|0|0|0|0|0
D01|3001010017|0|0|0|5|5
D01|3001010018|0|0|0|0|0
D01|3001010019|0|0|4|0|4
D01|3001010020|0|0|0|0|0
D01|3001010021|0|0|0|0|0
D01|3001010022|0|0|0|0|0
D01|3001010023|0|0|0|0|0
D01|3001010024|0|0|0|0|0
D01|3001010025|0|0|0|0|0
D01|3001010026|5|5|0|0|10
D01|3001010027|10|10|5|10|35
D01|3001010028|0|0|0|0|0
D01|3001010029|5|5|0|5|15
D01|3001010030|0|0|0|0|0
D01|3001010031|5|0|5|5|15
D01|3001010032|0|5|0|0|5
D01|3001010033|0|0|0|0|0
D01|3001010034|5|5|5|10|25
D01|3001010035|0|0|0|0|0
D01|3001010036|0|0|0|5|5
D01|3001010037|5|5|0|0|10
D01|3001010038|0|0|5|5|10
D01|3001010039|0|0|0|0|0
D01|3001010040|5|0|-5|0|0
D01|3001010041|10|10|5|5|30
D01|3001010042|0|0|0|0|0
D01|3001010043|5|5|0|0|10
D01|3001010044|0|5|5|5|15
D01|3001010045|5|0|0|0|5
D01|3001010046|5|10|10|5|30
D01|3001010047|0|0|0|0|0
D01|3001010048|0|5|5|0|10
D01|3001010049|5|0|0|5|10
D01|3001010050|0|5|5|0|10
