H01|030404|2600000099|2026-01-31|LBPPNJS|1300|0|
D01|13000101010000|3
D01|13000101020000|4
D01|13000101030000|4
D01|13000101040000|5
D01|13000101050000|3
D01|13000101060000|19
D01|13000102010000|2
D01|13000102020000|3
D01|13000102030000|4
D01|13000102040000|4
D01|13000102050000|13
D01|13000102060000|6
D01|13000201010000|6
D01|13000201020000|4
D01|13000201030000|5
D01|13000201040000|15
D01|13000202010000|3
D01|13000202020000|2
D01|13000202030000|5
D01|13000202040000|10
D01|13000301010000|5
D01|13000301020000|4
D01|13000301030000|3
D01|13000301040000|12
D01|13000302010000|2
D01|13000302020000|4
D01|13000302030000|6
D01|13000303000000|6
D01|13000400000000|22
D01|13000500000000|6
D01|13000600000000|28
