H01|031206|2000000061|2021-03-31|LBREASS|110|2|TEST-02-LBREASS-4Net
D01|1400100100|11|12
D01|1400100101|11|12
D01|1400100102|0|0
D01|1400100103|2|22
D01|1400100104|2|3
D01|1400100105|0|0
D01|1400100106|0|0
D01|1400100107|0|0
D01|1400100108|0|0
D01|1400100109||19
D01|1400100110||15
D01|1400100111||4
D01|1400100112||5
D01|1400100113||6
D01|1400100114||7
D01|1400100115||8
D01|1400100116|550.00|54.55
D01|1400100117|0.00|0.00
D01|1400100118|0.00|0.00
D01|1400100119|0|0
D01|1400100120|0|0
D01|1400100121|0|0
D01|1400100122|550.00|54.55
