H01|031206|2000000061|2021-03-31|LBREASS|213|2|TEST-02-LBREASS-4Net
D01|6201000000|3703689|3703689|3703689|3703689|3703689|18518445|3703689|3703689|3703689|3703689|3703689|18518445|3703689|3703689|3703689|3703689|3703689|18518445
D01|6201000001|2356893|2356893|2356893|2356893|2356893|11784465|2356893|2356893|2356893|2356893|2356893|11784465|2356893|2356893|2356893|2356893|2356893|11784465
D01|6201000002|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000003|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000004|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000005|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000006|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000007|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000008|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000009|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000010|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000011|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000012|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000013|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000014|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000015|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000016|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000017|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000018|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000019|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000020|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000021|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000022|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000023|1346796|1346796|1346796|1346796|1346796|6733980|1346796|1346796|1346796|1346796|1346796|6733980|1346796|1346796|1346796|1346796|1346796|6733980
D01|6201000024|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000025|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000026|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000027|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000028|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
D01|6201000029|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165|112233|112233|112233|112233|112233|561165
