H01|030403|2500000099|2026-01-31|LBPPNJK|1200|1|
D01|12000101010000|4
D01|12000101020000|3
D01|12000101030000|3
D01|12000101040000|1
D01|12000101050000|5
D01|12000102010000|4
D01|12000102020000|5
D01|12000102030000|3
D01|12000102040000|3
D01|12000102050000|2
D01|12000102060000|3
D01|12000102070000|1
D01|12000102080000|21
D01|12000103000000|26
D01|12000104000000|5
D01|12000105000000|31
D01|12000201010000|3
D01|12000201020000|2
D01|12000201030000|5
D01|12000202010000|2
D01|12000202020000|3
D01|12000202030000|1
D01|12000202040000|2
D01|12000202050000|2
D01|12000202060000|1
D01|12000202070000|3
D01|12000202080000|2
D01|12000202090000|2
D01|12000202100000|1
D01|12000202110000|19
D01|12000203000000|24
D01|12000204000000|2
D01|12000205000000|26
D01|12000300000000|5
D01|12000400000000|3
D01|12000500000000|2
D01|12000600000000|2
D01|12000700000000|4
