H01|031405|2100000099|2023-03-31|LBPPIU|0041|2|LBPPIU-1
D01|0041010100|2|2|4|1|1|2|5|5|10|16
D01|0041010200|3|3|6|1|1|2|5|5|10|18
D01|0041010300|4|4|8|1|1|2|5|5|10|20
D01|0041010400|7|7|14|4|4|8|5|5|10|32
D01|0041010500|3|3|6|2|2|4|5|5|10|20
D01|0041020000|19|19|38|9|9|18|25|25|50|106
D01|0041030100|2|2|4|2|2|4|1|1|2|10
D01|0041030200|2|2|4|2|2|4|1|1|2|10
D01|0041030300|5|5|10|4|4|8|4|4|8|26
D01|0041030400|6|6|12|4|4|8|4|4|8|28
D01|0041030500|3|3|6|2|2|4|1|1|2|12
D01|0041040000|18|18|36|14|14|28|11|11|22|86
D01|0041050000|37|37|74|23|23|46|36|36|72|192
