H01|031201|2000000011|2021-12-31|REASRJK|0400|0|
D01|7100000000|2345|3456|1111
D01|7200000000|2345|3456|1111
D01|7000000000|0|0|0
D01|7300000000|4444|5555|1111
D01|7400000000|-4444|-5555|-1111
D01|7000000099|000.00|000.00|000.00
D01|7001010000|45555|55555|10000
D01|7001020000|45555|55555|10000
D01|7001000000|100.00|100.00|000.00
D01|7002010000|44444|33333|-11111
D01|7002020000|44444|33333|-11111
D01|7002030000|44444|33333|-11111
D01|7002000000|050.00|050.00|000.00
D01|7003010000|33333|33333|0
D01|7003020000|33333|33333|0
D01|7003000000|100.00|100.00|000.00
D01|7004010000|333333|333334|1
D01|7004020000|333333|333334|1
D01|7004030000|222222|333334|111112
D01|7004040000|333333|333334|1
D01|7004050000|100.00|100.00|000.00
D01|7004060000|100.00|100.00|000.00
D01|7004070000|66.67|100.00|33.33
D01|7004000000|266.67|300.00|33.33
D01|7005010000|3333|4444|1111
D01|7005020000|5555|5554|-1
D01|7005000000|060.00|80.01|20.01
D01|7006010000|3333|4444|1111
D01|7006020000|5555|5555|0
D01|7006000000|060.00|080.00|020.00
