H01|031304|2000001138|2021-12-31|TAPUDLS|01|1|
D01|0101010101000000|100|1000000
D01|0101010102000000|100|1000000
D01|0101010201010100|100|1000000
D01|0101010201010200|100|1000000
D01|0101010201020100|100|1000000
D01|0101010201020200|100|1000000
D01|0101010202010100|100|1000000
D01|0101010202010200|100|1000000
D01|0101010202020100|100|1000000
D01|0101010202020200|100|1000000
D01|0101020101010000|100|1000000
D01|0101020101020000|100|1000000
D01|0101020101030000|100|1000000
D01|0101020102010100|100|1000000
D01|0101020102010200|100|1000000
D01|0101020102020101|100|1000000
D01|0101020102020102|100|1000000
D01|0101020102020201|100|1000000
D01|0101020102020202|100|1000000
D01|0101020201010000|100|1000000
D01|0101020201020000|100|1000000
D01|0101020202010100|100|1000000
D01|0101020202010200|100|1000000
D01|0101020202020100|100|1000000
D01|0101020202020200|100|1000000
D01|0101020301010000|100|1000000
D01|0101020301020000|100|1000000
D01|0101020302010100|100|1000000
D01|0101020302010200|100|1000000
D01|0101020302020100|100|1000000
D01|0101020302020200|100|1000000
D01|0102010101000000|100|1000000
D01|0102010102000000|100|1000000
D01|0102010201000000|100|1000000
D01|0102010202000000|100|1000000
D01|0102020100000000|100|1000000
D01|0102020200000000|100|1000000
D01|0103010100000000|100|1000000
D01|0103010200000000|100|1000000
D01|0103020100000000|100|1000000
D01|0103020200000000|100|1000000
D01|0103020300000000|100|1000000
D01|0103020400000000|100|1000000
