H01|030491|2300000099|2022-05-31|LBPNMK|1200|2|LBPNMK-K-1
D01|1200010000|100
D01|1200010100|10
D01|1200010200|20
D01|1200010300|30
D01|1200010400|40
D01|1200020000|30
D01|1200020100|10
D01|1200020200|20
D01|1200030000|100
D01|1200030100|10
D01|1200030200|20
D01|1200030300|30
D01|1200030400|40
D01|1200040000|360
D01|1200040100|10
D01|1200040200|20
D01|1200040300|30
D01|1200040400|40
D01|1200040500|50
D01|1200040600|60
D01|1200040700|70
D01|1200040800|80
D01|1200050000|10
D01|1200060000|30
D01|1200060100|10
D01|1200060200|20
D01|1200070000|10
D01|1200080000|40
D01|1200080100|10
D01|1200080200|30
D01|1200080201|10
D01|1200080202|20
D01|1200009000|100
D01|1200000100|10
D01|1200000110|20
