H01|031406|2200000099|2023-01-31|LBPPIS|1100|0|
D01|11000101000000|5|5|10
D01|11000101010000|2|2|4
D01|11000101020000|0|0|0
D01|11000101020100|0|0|0
D01|11000101020200|0|0|0
D01|11000101030000|2|2|4
D01|11000101030100|1|1|2
D01|11000101030200|1|1|2
D01|11000101040000|1|1|2
D01|11000102000000|1|1|2
D01|11000103000000|1|1|2
D01|11000107000000|30|60|90
D01|11000107010000|16|112|118
D01|11000107010100|6|6|12
D01|11000107010101|0|0|0
D01|11000107010102|1|1|2
D01|11000107010103|1|1|2
D01|11000107010104|1|1|2
D01|11000107010105|1|1|2
D01|11000107010106|1|1|2
D01|11000107010107|1|1|2
D01|11000107010200|7|13|20
D01|11000107010300|1|1|2
D01|11000107010400|6|6|12
D01|11000107020000|6|12|18
D01|11000107020100|8|14|22
D01|11000107020101|6|12|18
D01|11000107020102|1|1|2
D01|11000107020103|1|1|2
D01|11000107020200|1|1|2
D01|11000107020300|1|1|2
D01|11000107030000|6|12|18
D01|11000107030100|13|19|32
D01|11000107030200|1|1|2
D01|11000107030300|6|6|12
D01|11000107040000|6|12|18
D01|11000107040100|8|14|22
D01|11000107040200|1|1|2
D01|11000107040300|1|1|2
D01|11000107050000|6|12|18
D01|11000107050100|8|14|22
D01|11000107050200|1|1|2
D01|11000107050300|1|1|2
D01|11000108000000|6|6|12
D01|11000108010000|6|6|12
D01|11000108020000|0|0|0
D01|11000108030000|0|0|0
D01|11000109000000|2|2|4
D01|11000109010000|1|1|2
D01|11000109020000|1|1|2
D01|11000110000000|3|3|6
D01|11000110010000|1|1|2
D01|11000110020000|1|1|2
D01|11000110030000|1|1|2
D01|11000111000000|0|0|0
D01|11000111010000|1|1|2
D01|11000111020000|1|1|2
D01|11000112000000|34|40|74
D01|11000112010000|35|41|76
D01|11000112020000|1|1|2
D01|11000113000000|-41|-47|-88
D01|11000114000000|1|1|2
D01|11000200000000|42|72|114
D01|11000301000000|5|5|10
D01|11000301010000|1|1|2
D01|11000301020000|1|1|2
D01|11000301030000|1|1|2
D01|11000301040000|1|1|2
D01|11000301050000|1|1|2
D01|11000302000000|1|1|2
D01|11000303000000|1|1|2
D01|11000304000000|12|18|30
D01|11000304010000|3|6|9
D01|11000304010100|1|2|3
D01|11000304010200|1|2|3
D01|11000304010300|1|2|3
D01|11000304020000|1|2|3
D01|11000304030000|2|4|6
D01|11000304030100|1|2|3
D01|11000304030200|1|2|3
D01|11000304040000|6|6|12
D01|11000304040100|2|4|6
D01|11000304040200|4|2|6
D01|11000305000000|6|6|12
D01|11000306000000|1|1|2
D01|11000307000000|1|1|2
D01|11000308000000|2|2|4
D01|11000308010000|1|1|2
D01|11000308020000|1|1|2
D01|11000309000000|1|1|2
D01|11000315000000|3|3|6
D01|11000315000100|1|1|2
D01|11000315000200|1|1|2
D01|11000315000300|1|1|2
D01|11000310000000|5|5|10
D01|11000310010000|2|2|4
D01|11000310010100|1|1|2
D01|11000310010200|1|1|2
D01|11000310020000|4|4|8
D01|11000310020100|1|1|2
D01|11000310020200|1|1|2
D01|11000310020300|1|1|2
D01|11000310020400|1|1|2
D01|11000310030000|1|1|2
D01|11000310040000|1|1|2
D01|11000310050000|1|1|2
D01|11000311000000|2|2|4
D01|11000311010000|1|1|2
D01|11000311020000|1|1|2
D01|11000312000000|-12|0|-12
D01|11000313000000|8|8|16
D01|11000314000000|10|10|20
D01|11000314010000|5|5|10
D01|11000314010100|1|1|2
D01|11000314010200|1|1|2
D01|11000314010300|1|1|2
D01|11000314010400|1|1|2
D01|11000314010500|1|1|2
D01|11000314020000|5|5|10
D01|11000400000000|46|64|110
