H01|031204|2000000041|2020-12-31|LBASRJS|235|2|TEST-01-LBASRJS-4Net
D01|2351010099|nama Produk 1|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 2|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 3|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 4|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 5|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 6|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 7|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 8|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 9|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 10|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 11|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 12|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 13|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 14|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
D01|2351010099|nama Produk 15|1401|1002|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2300|2500
