H01|031204|2000000041|2020-12-31|LBASRJS|231|2|TEST-01-LBASRJS-4Net
D01|2310080101|1|1|2|2|2|4|50.00|50.00|50.00
D01|2310080102|1|1|2|2|2|4|50.00|50.00|50.00
D01|2310080103|1|1|2|2|2|4|50.00|50.00|50.00
D01|2310080104|1|1|2|2|2|4|50.00|50.00|50.00
D01|2310080105|4|4|8|8|8|16|50.00|50.00|50.00
D01|2310080106|25.00|25.00|25.00|25.00|25.00|25.00|100.00|100.00|100.00
D01|2310080108|2|2|4|3|3|6|66.67|66.67|66.67
D01|2310080109|2|2|4|3|3|6|66.67|66.67|66.67
D01|2310080110|2|2|4|3|3|6|66.67|66.67|66.67
D01|2310080111|2|2|4|3|3|6|66.67|66.67|66.67
D01|2310080112|8|8|16|12|12|24|66.67|66.67|66.67
D01|2310080113|25.00|25.00|25.00|25.00|25.00|25.00|100.00|100.00|100.00
D01|2310080115|0|0|0|0|0|0|0.00|0.00|0.00
D01|2310080116|0|0|0|0|0|0|0.00|0.00|0.00
D01|2310080117|0|0|0|0|0|0|0.00|0.00|0.00
D01|2310080118|0|0|0|0|0|0|0.00|0.00|0.00
D01|2310080119|0|0|0|0|0|0|0.00|0.00|0.00
D01|2310080120|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
