H01|031204|2000000041|2020-12-31|LBASRJS|100|1|
D01|1000000099|5427231287099|4862657467270|0|0|0|0||10289888754369
D01|1400000099|-3180730461762|-3326771211388|0|0|0|0||-6507501673150
D01|1401000000|1348755451644|1348755451644|0|0|0|0|0|2697510903288
D01|1402000000|0|0|0|0|0|0|0|0
D01|1403000000|19984047200|19984047200|0|0|0|0|0|39968094400
D01|1404000000|196082307173|196082307173|0|0|0|0|0|392164614346
D01|1420000000|0|0|0|0|0|0|0|0
D01|1405000000|0|0|0|0|0|0|0|0
D01|1406000000|425343649239|425343649239|0|0|0|0|0|850687298478
D01|1407000000|0|0|0|0|0|0|0|0
D01|1408000000|0|0|0|0|0|0|0|0
D01|1409000000|0|0|0|0|0|0|0|0
D01|1410000000|179927335521|179927335521|0|0|0|0|0|359854671042
D01|1411000000|0|0|0|0|0|0|0|0
D01|1412000000|0|0|0|0|0|0|0|0
D01|1421000000|-6058573904066|-5693224242831|0|0|0|0|0|-11751798146897
D01|1413000000|0|0|0|0|0|0|0|0
D01|1414000000|707750651527|196360240666|0|0|0|0|0|904110892193
D01|1415000000|0|0|0|0|0|0|0|0
D01|1416000000|0|0|0|0|0|0|0|0
D01|1417000000|0|0|0|0|0|0|0|0
D01|1418000000|0|0|0|0|0|0|0|0
D01|1419000000|0|0|0|0|0|0|0|0
D01|1499000000|8607961748861|8189428678658|0|0|0|0|0|16797390427519
D01|1400000000|100000000|100000000|0|0|0|0|0|200000000
D01|1500000099|0|0|0|0|0|0|0|0
D01|1501000000|1394904125970|480663092572|0|0|0|0|0|1875567218542
D01|1502000000|2211130340615|2126704289360|0|0|0|0|0|4337834629975
D01|1503000000|215273520258|199246962844|0|0|0|0|0|414520483102
D01|1504000000|4786553762018|5382714333882|0|0|0|0|0|10169268095900
D01|1505000000|2034409361111|1469835541282|0|0|0|0|0|3504244902393
D01|1506000000|1532076481836|1469835541282|0|0|0|0|0|3001912023118
D01|1507000000|0|0|0|0|0|0|0|0
D01|1508000000|0|0|0|0|0|0|0|0
D01|1509000000|502332879275|0|0|0|0|0|0|502332879275
D01|1510000000|0|0|0|0|0|0|0|0
D01|1511000000|77306631959|0|0|0|0|0|0|77306631959
D01|1599000000|425026247316|0|0|0|0|0|0|425026247316
D01|1500000000|0|0|0|0|0|0|0|0
D01|1000000000|0|0|0|0|0|0|0|0
D01|2000000099|0|0|0|0|0|0|0|0
D01|2400000099|0|0|0|0|0|0|0|0
D01|2401000000|3392821925988|3392821925988|0|0|0|0|0|6785643851976
D01|2402000000|605422171236|605422171236|0|0|0|0|0|1210844342472
D01|2403000000|1525034438057|1525034438057|0|0|0|0|0|3050068876114
D01|2404000000|124215115531|124215115531|0|0|0|0|0|248430231062
D01|2405000000|19805725288|19805725288|0|0|0|0|0|39611450576
D01|2406000000|20639000000|20639000000|0|0|0|0|0|41278000000
D01|2407000000|1097705475876|1097705475876|0|0|0|0|0|2195410951752
D01|2400000000|0|0|0|0|0|0|0|0
D01|2500000099|0|0|0|0|0|0|0|0
D01|2501000000|5427231287099|4862657467270|0|0|0|0|0|10289888754369
