H01|031203|2000000031|2021-08-31|LBREASK|507|0|
D01|2500010000|7371110156|19274518252|11903408096|705417801522|500064136401|25.00|51338416280|821429988343|680591656700|20.00|28167666329|0|0|25.00|0
D01|2500020000|167660700017|152675714852|-14984985165|190618375514|0|25.00|47654593879|109512639248|0|20.00|21902527850|0|0|25.00|0
D01|2500030000|0|0|0|8539290850|2338636189|30.00|1860196398|30577394824|1016018615|25.00|7390344052|0|0|30.00|0
D01|2500040000|3104458162|5310004604|2205546442|120965512106|90722918193|30.00|9072778174|105382709566|67630600737|25.00|9438027207|0|0|30.00|0
D01|2500050000|0|0|0|148178498400|140360104858|30.00|2345518063|332306329652|327282723926|25.00|1255901432|0|0|30.00|0
D01|2500060000|0|0|0|0|0|25.00|0|0|0|20.00|0|0|0|25.00|0
D01|2500070000|0|0|0|374609401031|353323683776|35.00|7450001039|2728859591688|2713833732498|30.00|4507757757|0|0|35.00|0
D01|2500080000|0|0|0|0|0|35.00|0|0|0|30.00|0|0|0|35.00|0
D01|2500090000|120351330996|415459045868|295107714872|104575387061|88184358083|25.00|4097757245|152428313025|138110766995|20.00|2863509206|0|0|25.00|0
D01|2500100000|0|0|0|0|0|35.00|0|0|0|30.00|0|0|0|35.00|0
D01|2500110000|0|0|0|0|0|25.00|0|0|0|20.00|0|0|0|25.00|0
D01|2500120000|0|0|0|0|0|25.00|0|0|0|20.00|0|0|0|25.00|0
D01|2500130000|0|0|0|0|0|30.00|0|0|0|25.00|0|0|0|30.00|0
D01|2500140000|0|0|0|112618274944|35254019966|25.00|19341063745|40391851543|28981225084|20.00|2282125292|0|0|25.00|0
D01|2500150000|279323214458|321411473598|42088259140|289120058980|18525499719|25.00|67648639815|261428881767|69549815544|20.00|38375813245|0|0|25.00|0
D01|2500160000|0|0|0|0|0|10.00|0|0|0|10.00|0|0|0|10.00|0
D01|2500990000|577810813789|914130757174|336319943385|2054642600408|1228773357185||210808964638|4582317699656|4026996540099||116183672370|0|0||0
D01|2501000000|336319943385||||||||||||||
D01|2502000000|210808964638||||||||||||||
D01|2503000000|116183672370||||||||||||||
D01|2504000000|0||||||||||||||
D01|7304000000|663312580393||||||||||||||
