H01|031203|2000000031|2021-08-31|LBREASK|604|0|
D01|150102010001|00|0|0|0|0|0|0|0|0
D01|150102020001|00|0|0|0|0|0|0|0|0
D01|250201000001|00|0|0|0|0|0|0|0|0
D01|250202000001|00|0|0|0|0|0|0|0|0
D01|150102010101|00|0|0|0|0|0|0|0|0
D01|150102030001|00|0|0|0|0|0|0|0|0
D01|240601000001|00|0|0|0|0|0|0|0|0
D01|250301000001|00|0|0|0|0|0|0|0|0
D01|250302000001|00|0|0|0|0|0|0|0|0
D01|681000000001|00|0|0|0|0|0|0|0|0
D01|240101000001|00|0|0|0|0|0|0|0|0
D01|150102010002|01|0|0|0|0|0|0|0|0
D01|150102020002|01|0|0|0|0|0|0|0|0
D01|250201000002|01|0|0|0|0|0|0|0|0
D01|250202000002|01|0|0|0|0|0|0|0|0
D01|150102010102|01|0|0|0|0|0|0|0|0
D01|150102030002|01|0|0|0|0|0|0|0|0
D01|240601000002|01|0|0|0|0|0|0|0|0
D01|250301000002|01|0|0|0|0|0|0|0|0
D01|250302000002|01|0|0|0|0|0|0|0|0
D01|681000000002|01|0|0|0|0|0|0|0|0
D01|240101000002|01|0|0|0|0|0|0|0|0
D01|150102010003|02|0|0|0|0|0|0|0|0
D01|150102020003|02|0|0|0|0|0|0|0|0
D01|250201000003|02|0|0|0|0|0|0|0|0
D01|250202000003|02|0|0|0|0|0|0|0|0
D01|150102010103|02|0|0|0|0|0|0|0|0
D01|150102030003|02|0|0|0|0|0|0|0|0
D01|240601000003|02|0|0|0|0|0|0|0|0
D01|250301000003|02|0|0|0|0|0|0|0|0
D01|250302000003|02|0|0|0|0|0|0|0|0
D01|681000000003|02|0|0|0|0|0|0|0|0
D01|240101000003|02|0|0|0|0|0|0|0|0
D01|150102010004|03|0|0|0|0|0|0|0|0
D01|150102020004|03|0|0|0|0|0|0|0|0
D01|250201000004|03|0|0|0|0|0|0|0|0
D01|250202000004|03|0|0|0|0|0|0|0|0
D01|150102010104|03|0|0|0|0|0|0|0|0
D01|150102030004|03|0|0|0|0|0|0|0|0
D01|240601000004|03|0|0|0|0|0|0|0|0
D01|250301000004|03|0|0|0|0|0|0|0|0
D01|250302000004|03|0|0|0|0|0|0|0|0
D01|681000000004|03|0|0|0|0|0|0|0|0
D01|240101000004|03|0|0|0|0|0|0|0|0
D01|150102010005|04|0|0|0|0|0|0|0|0
D01|150102020005|04|0|0|0|0|0|0|0|0
D01|250201000005|04|0|0|0|0|0|0|0|0
D01|250202000005|04|0|0|0|0|0|0|0|0
D01|150102010105|04|0|0|0|0|0|0|0|0
D01|150102030005|04|0|0|0|0|0|0|0|0
D01|240601000005|04|0|0|0|0|0|0|0|0
D01|250301000005|04|0|0|0|0|0|0|0|0
