H01|031201|2000000011|2021-12-31|TAPUAJK|01|0
D01|0101010100|10
D01|0101010200|10
D01|0101020100|10
D01|0101020200|10
D01|0102010100|10
D01|0102010200|10
D01|0102010300|10
D01|0102010400|10
D01|0102010500|10
D01|0102010600|10
D01|0102010700|10
D01|0102010800|10
D01|0102010900|10
D01|0102011000|10
D01|0102011100|10
D01|0102020100|10
D01|0102020200|10
D01|0102020300|10
D01|0102020400|10
D01|0102020500|10
D01|0103000100|10
D01|0103000200|10
D01|0104000100|10
D01|0104000200|10
D01|0104000300|10
D01|0104000400|10
D01|0104000500|10
D01|0104000600|10
D01|0104000700|10
D01|0104000800|10
D01|0104000900|10
D01|0104001000|10
D01|0104001100|10
D01|0104001200|10
D01|0104001300|10
D01|0104001400|10
D01|0104001500|10
D01|0104001600|10
D01|0104001700|10
D01|0104001800|10
D01|0104001900|10
D01|0104002000|10
D01|0104002100|10
D01|0104002200|10
D01|0104002300|10
D01|0104002400|10
D01|0104002500|10
D01|0104002600|10
D01|0104002700|10
D01|0104002800|10
D01|0104002900|10
D01|0104003000|10
D01|0104003100|10
D01|0104003200|10
D01|0104003300|10
D01|0104003400|10
D01|0105010100|10
D01|0106010000|10
D01|0106020000|10
D01|0106030000|10
