H01|031201|2000000011|2021-02-28|LBASRJK|201|3|
D01|4401010101|152038130000|709550000|11902660000|0|0|0|0|0|164650340000|0|1150710188118|1150710188118
D01|4401010102|198711400000|78869740000|68672580000|0|3533700000|4011390000|91395390000|0|445194200000|0|1118119614107|1118119614107
D01|4401010199|350749530000|79579290000|80575240000|0|3533700000|4011390000|91395390000|0|609844540000|0|2268829802225|2268829802225
D01|4401010200|1720000|0|0|0|1947200000|2953470000|55649730000|0|60552120000|0|46721131909|46721131909
D01|4401010000|350751250000|79579290000|80575240000|0|5480900000|6964860000|147045120000|0|670396660000|0|2315550934134|2315550934134
D01|4401020100|697342740000|473641140000|1614942600000|0|26316090000|25593360000|410954650000|0|3248790580000|18814585100|1319652089602|1338466674702
D01|4401020200|0|10565670000|0|0|31081090000|14546440000|189712790000|0|245905990000|0|374861580899|374861580899
D01|4401020000|697342740000|484206810000|1614942600000|0|57397180000|40139800000|600667440000|0|3494696570000|18814585100|1694513670501|1713328255601
D01|4401030100|0|0|0|0|0|0|0|1721|1721|0|1061439012162|1061439012162
D01|4401030200|0|0|0|0|0|0|0|0|0|0|0|0
D01|4401030000|0|0|0|0|0|0|0|1721|1721|0|1061439012162|1061439012162
D01|4401990000|1048093990000|563786100000|1695517840000|0|62878080000|47104660000|747712560000|1721|4165093231721|18814585100|5071503616797|5090318201897
D01|4402000000|16276701455|2462041241|63997872540|0|19990585201|5793475229|87622564334|0|196143240000|0|0|0
D01|4403000101|0|0|0|0|-31906152865|-10884677217|-254316616247|0|-297107446329|0|0|0
D01|4403000102|0|0|0|0|-31462349067|-12021411091|-236186290500|0|-279670050658|0|0|0
D01|4403000201|0|0|0|0|-3143005067|-910874885|-13776392969|0|-17830272921|0|0|0
D01|4403000202|0|0|0|0|-2939855929|-852000195|-12885951126|0|-16677807250|0|0|0
D01|4403000000|0|0|0|0|-240654660|1195608564|-17239883904|0|-16284930000|0|0|0
D01|4400000000|1031817288545|561324058759|1631519967460|0|42646840139|42506793335|642850111762|1721|3952665061721|18814585100|5071503616797|5090318201897
