H01|031201|2000000011|2021-02-28|LBASRJK|111|3|
D01|2501010101|120068008909|0|0|66108372464|0|0|1669485091297|0|0|1855661472670|0|1492156225844
D01|2501010102|83353285367|0|0|3143268733167|0|0|2913102357654|0|0|6139724376188|0|5846545671913
D01|2501010103|217038293976|0|0|4333374263222|0|0|1894786138844|0|0|6445198696042|0|6332073206152
D01|2501010104|0|0|0|0|0|0|571696920|0|0|571696920|0|0
D01|2501010105|0|0|0|0|0|0|22376460000|0|0|22376460000|0|20378070852
D01|2501010106|0|0|0|0|0|0|0|0|0|0|0|0
D01|2501010100|420459588252|0|0|7542751368853|0|0|6500321744715|0|0|14463532701820|0|13691153174761
D01|2501010200|1290690378|0|0|0|0|0|384453173|0|0|1675143551|0|1887349623
D01|2501010001|421750278630|0|0|7542751368853|0|0|6500706197888|0|0|14465207845371|0|13693040524384
D01|2501020101|0|0|1706833941|0|0|0|0|0|0|1706833941|0|1962767832
D01|2501020102|38625410000|0|32819299674|444310213959|0|934962441175|804911299541|400794245783|1602358527555|2970934514187|0|3064237262184
D01|2501020103|5703120971|0|7281252947068|77492445|0|1865228912|123123361709|0|2976981553047|10260099729027|0|10269977636972
D01|2501020104|0|0|0|0|0|0|0|0|0|0|0|0
D01|2501020105|0|0|0|0|0|0|0|0|0|0|0|0
D01|2501020106|0|0|0|0|0|0|0|0|2689174000103|2689174000103|0|2611944980261
D01|2501020100|44328530971|0|7315779080683|444387706404|0|936827670087|928034661250|400794245783|7268514080705|15921915077258|0|15948122647249
D01|2501020200|0|0|0|0|0|0|0|0|1416750898625|1416750898625|0|0
D01|2501010002|44328530971|0|7315779080683|444387706404|0|936827670087|928034661250|400794245783|8685264979330|17338665975883|0|15948122647249
