H01|031201|2000000011|2021-02-28|LBASRJK|115|3|
D01|1401000000|581969580000|465928100000
D01|1402000000|0|0
D01|1403000000|1181985670000|1301485190000
D01|1404000000|481114810000|175446865800
D01|1405000000|0|0
D01|1406000000|0|54994041600
D01|1407000000|0|0
D01|1408000000|0|0
D01|1409000000|0|0
D01|1410000000|4094737730000|4348620700000
D01|1411000000|0|0
D01|1412000000|0|0
D01|1413000000|0|0
D01|1414000000|0|0
D01|1415000000|0|0
D01|1416000000|0|0
D01|1417000000|0|0
D01|1418000000|0|0
D01|1419000000|0|816115870000
D01|1420000000|0|0
D01|1421000000|0|0
D01|1499000000|0|0
D01|1400000000|6339807790000|7162590767400
D01|1501000000|107277030000|169249870000
D01|1502000000|162060240000|171870010000
D01|1503000000|0|0
D01|1504000000|199779840000|46844620000
D01|1505000000|3077240000|3077240000
D01|1506000000|31267700000|13921950000
D01|1507000000|0|0
D01|1508000000|387136760000|337408650000
D01|1509000000|0|0
D01|1510000000|0|0
D01|1511000000|0|0
D01|1599000000|0|0
D01|1501000001|890598810000|742372340000
D01|1100000000|7230406600000|7904963107400
D01|2501000000|425127380000|298178988016
D01|2502000000|297107450000|279670050658
D01|2503000000|233995370000|209587865528
D01|2504000000|0|0
D01|2500000000|956230200000|787436904202
D01|2401000000|50872420000|64701330000
D01|2402000000|0|0
D01|2403000000|250061290000|102510380000
D01|2404000000|140564120000|168783600000
D01|2405000000|101990940000|271187800000
D01|2406000000|81706580000|81671974996
D01|2407000000|1153668516791|989585800000
D01|2400000000|1778863866791|1678440884996
D01|2000000000|2735094066791|2465877789198
