H01|031402|291080|2021-12-31|RBPPS|070301|0|
D01|07030101010000|5443|5443|4554|3056
D01|07030101020000|5443|5443|4554|3056
D01|07030101030000|5443|5443|4554|3056
D01|07030101040000|5473|5543|4554|3066
D01|07030101050000|6442|6432|4564|3096
D01|07030101060000|6340|6440|4692|3254
D01|07030101070000|34584|34744|27472|18584
D01|07030102010000|70434|57534|43434|30344
D01|07030102020000|70444|57534|43434|30344
D01|07030102030000|70494|57534|43434|30344
D01|07030102040000|71434|57534|43434|30344
D01|07030102050000|72434|57794|44434|30728
D01|07030102060000|72232|59534|49286|35344
D01|07030102070000|427472|347464|267456|187448
