H01|030416|999999|2025-12-31|LBFINK|1200|0|
D01|120001010000|20
D01|120001020000|1
D01|120002000000|21
D01|120003010000|1
D01|120003020000|1
D01|120003030000|1
D01|120003030100|1
D01|120003040000|1
D01|120003050000|1
D01|120003060000|1
D01|120003070000|0
D01|120003080000|1
D01|120004000000|7
D01|120005000000|14
D01|120006010000|1
D01|120006020000|1
D01|120007000000|2
D01|120008010000|2
D01|120008020000|2
D01|120008030000|1
D01|120008040000|1
D01|120009000000|6
D01|120010000000|10
D01|120011000000|1
D01|120012000000|9
D01|120012010000|5
D01|120013000000|14
