H01|031204|2000000041|2020-12-31|LBASRJS|110|3|
D01|1400100100|11109|3
D01|1400100101|11111|8
D01|1400100102|2|5
D01|1400100103|11119|17
D01|1400100104|11111|2
D01|1400100105|2|2
D01|1400100106|2|2
D01|1400100107|2|2
D01|1400100108|2|2
D01|1400100109||7
D01|1400100110||6
D01|1400100111||2
D01|1400100112||2
D01|1400100113||2
D01|1400100114||2
D01|1400100115||2
D01|1400100116|99.91|17.65
D01|1400100117|100.00|1100.00
D01|1400100118|80.00|1100.00
D01|1400100119|10|10
D01|1400100120|10|10
D01|1400100121|0|0
D01|1400100122|100.00|-41.18
