H01|031201|2000000011|2021-02-28|LBASRJK|400|1|
D01|3410000000||10863283964452|8312458604452
D01|3401000000||0|0
D01|3403040000||655663995530|2550825340000
D01|3411990100|a. Rincian1 . ( ) , / ' - &|0|0
D01|3411990100|b. Rincian1 . ( ) , / ' - &|0|0
D01|3411990100|c. Rincian1 . ( ) , / ' - &|459040|20000
D01|3411990000||655664454570|2550825360000
D01|3412010000||265159333000|0
D01|3412990100|a. Rincian1 . ( ) , / ' - &|0|0
D01|3412990100|b. Rincian1 . ( ) , / ' - &|-3018|0
D01|3412990100|c. Rincian1 . ( ) , / ' - &|0|0
D01|3412990000||265159329982|0
D01|3411000099||11253789089040|10863283964452
D01|3420000000||9337110664452|5636829779358
D01|3412000000||390505124588|2550825360000
D01|3421000000||-984544800000|960298875094
D01|3422000000||114092799040|-189156650000
D01|3423000000||8628978190000|9337110664452
