H01|031201|2000000011|2021-02-28|LBASRJK|604|1|
D01|6101010001|0|0|0|0|0|0|0|0|0|0
D01|6101010002|3533702451|26316103248|22387354274|1263093041|2096045791|2964335576|3904476102|0|10227950510|29849805699
D01|6101020001|152038191087|0|114028643315|54344807970|0|15098665075|19887214331|0|89330687376|152038191087
D01|6101020002|198711481474|697341683406|672039873660|71027793905|55542421555|88985580067|117207401736|0|332763197263|896053164880
D01|6101030001|492221441|0|442999297|175940528|0|48881709|64384568|0|289206805|492221441
D01|6101030002|29836799890|179180712650|188115761285|10664920102|14271527020|20757188665|27340341536|0|73033977323|209017512540
D01|6101040001|217327192|0|184728113|77681827|0|21582409|28427281|0|127691517|217327192
D01|6101040002|13173639740|79112443882|78443171079|4708809785|6301210458|9164780624|12071395428|0|32246196295|92286083622
D01|6101050001|10923894511|0|9285310334|3904656753|0|1084834168|1428889872|0|6418380793|10923894511
D01|6101050002|34370052187|808265266981|716240021293|12285294061|64377350810|83680740831|110220130056|0|270563515758|842635319168
D01|6101060001|978768998|0|734076748|349852973|0|97199955|128026969|0|575079897|978768998
D01|6101060002|3079519076|72419683703|56624402084|1100748908|5768140206|7497702834|9875603075|0|24242195023|75499202779
D01|6101070001|0|0|0|0|0|0|0|0|0|0
D01|6101070002|0|0|0|0|0|0|0|0|0|0
D01|6101080001|0|0|0|0|0|0|0|0|0|0
D01|6101080002|0|0|0|0|0|0|0|0|0|0
D01|6101090001|0|0|0|0|0|0|0|0|0|0
D01|6101090002|4011392066|25593373750|22203574361|1433839287|2038481261|2940001065|3872423888|0|10284745501|29604765816
D01|6101100001|0|0|0|0|0|0|0|0|0|0
D01|6101100002|91395432175|410954825306|376762693111|32668549760|32732054731|49887585705|65709458711|0|180997648907|502350257481
D01|6101000001|164650403229|0|124675757807|58852940051|0|16351163316|21536943021|0|96741046388|164650403229
D01|6101000002|378112019059|2299184092926|2132816851147|135153048849|183127231832|265877915367|350201230532|0|934359426580|2677296111985
D01|6102010001|0|0|0|0|0|0|0|0|0|0
D01|6102010002|1947203835|31081105110|19816985367|696012086|2475572425|3279987556|4320237266|0|10771809333|33028308945
D01|6102020001|0|0|0|0|0|0|0|0|0|0
D01|6102020002|1724604|0|1034763|616446|0|171268|225585|0|1013299|1724604
D01|6102030001|0|0|0|0|0|0|0|0|0|0
D01|6102030002|0|152756697|0|0|12166886|15170019|19981198|0|47318103|152756697
D01|6102040001|0|0|0|0|0|0|0|0|0|0
D01|6102040002|0|10412914843|0|0|829376071|1034089610|1362051652|0|3225517333|10412914843
D01|6102050001|0|0|0|0|0|0|0|0|0|0
D01|6102050002|0|0|0|0|0|0|0|0|0|0
D01|6102060001|0|0|0|0|0|0|0|0|0|0
D01|6102060002|0|0|0|0|0|0|0|0|0|0
D01|6102070001|0|0|0|0|0|0|0|0|0|0
D01|6102070002|0|0|0|0|0|0|0|0|0|0
D01|6102080001|0|0|0|0|0|0|0|0|0|0
D01|6102080002|0|0|0|0|0|0|0|0|0|0
D01|6102090001|0|0|0|0|0|0|0|0|0|0
D01|6102090002|2953474856|14546447957|10499953688|1055695433|1158606984|1737888826|2289061145|0|6241252388|17499922813
D01|6102100001|0|0|0|0|0|0|0|0|0|0
D01|6102100002|55649756504|189712870830|147217576401|19891550335|15110400679|24366562807|32094430509|0|91462944330|245362627334
D01|6102000001|0|0|0|0|0|0|0|0|0|0
D01|6102000002|60552159799|245906095437|177535550219|21643874300|19586123045|30433870086|40085987355|0|111749854786|306458255236
D01|6100000001|164650403229|0|124675757807|58852940051|0|16351163316|21536943021|0|96741046388|164650403229
D01|6100000002|438664178858|2545090188363|2310352401366|156796923149|202713354877|296311785453|390287217887|0|1046109281366|2983754367221
D01|6100000000|603314582087|2545090188363|2435028159173|215649863200|202713354877|312662948769|411824160908|0|1142850327754|3148404770450
