H01|031201|2000000011|2021-02-28|LBASRJK|202|1|
D01|4401010101|350751250000|79579290000|80575240000|0|5480900000|6964860000|147045120000|0|670396660000
D01|4401010102|0|0|0|0|0|0|0|0|0
D01|4401010103|0|0|0|0|0|0|0|0|0
D01|4401010201|250719189379|56883774698|57595685994|0|3917781633|4978525532|105108772352|0|479203729588
D01|4401010202|0|0|0|0|0|0|0|0|0
D01|4401010203|0|0|0|0|0|0|0|0|0
D01|4401010301|0|0|0|0|0|0|0|0|0
D01|4401010302|0|0|0|0|0|0|0|0|0
D01|4401010303|0|0|0|0|0|0|0|0|0
D01|4401010099|100032060621|22695515302|22979554006|0|1563118367|1986334468|41936347648|0|191192930412
D01|4401020101|697342740000|484206810000|1614942600000|0|57397180000|40139800000|600667440000|0|3494696570000
D01|4401020102|0|0|0|0|0|0|0|0|0
D01|4401020103|0|0|0|0|0|0|0|0|0
D01|4401020201|89885471485|62412984568|208161854586|0|7398345574|5173914671|77424453538|0|450457024422
D01|4401020202|0|0|0|0|0|0|0|0|0
D01|4401020203|0|0|0|0|0|0|0|0|0
D01|4401020301|0|0|0|0|0|0|0|0|0
D01|4401020302|0|0|0|0|0|0|0|0|0
D01|4401020303|0|0|0|0|0|0|0|0|0
D01|4401020099|607457268515|421793825432|1406780745414|0|49998834426|34965885329|523242986462|0|3044239545578
D01|4401000099|707489329136|444489340734|1429760299420|0|51561952793|36952219797|565179334110|0|3235432475990
D01|4401030100|86864260000|696834610000|664881570000|0|6065970000|12096840000|524408370000|0|1991151620000
D01|4401030200|0|0|0|0|0|0|0|0|0
D01|4401030300|0|0|0|0|0|0|0|0|0
D01|4401030099|86864260000|696834610000|664881570000|0|6065970000|12096840000|524408370000|0|1991151620000
D01|4401040100|24556593096|133561367|41906779118|0|2260294532|120001238|63755751383|0|132732980734
D01|4401040200|0|0|0|0|0|0|0|0|0
D01|4401040300|0|0|0|0|0|0|0|0|0
D01|4401040099|24556593096|133561367|41906779118|0|2260294532|120001238|63755751383|0|132732980734
D01|4401050100|704113349182|201770489926|349263445716|0|16996377312|17370624578|334926639072|0|1624440925786
D01|4401050200|0|0|0|0|0|0|0|0|0
D01|4401050300|0|0|0|0|0|0|0|0|0
D01|4401050099|704113349182|201770489926|349263445716|0|16996377312|17370624578|334926639072|0|1624440925786
