H01|031201|2000000011|2021-02-28|LBASRJK|607|1|
D01|6071010000|12750|121769|19575557875513|12750|332440|689475419115|12750|133|27745161156|12750|869|240618563846|12750|0|0|12750|0|0|12750|2|869226132|12750|95|1486278533|12750|66977|21635872817662|12750|138099|56887262248|12750|82090|1730362777703|140250|742474|43958875381908
D01|6071020000|12750|30155|13749934742980|12750|47213|120549860517|12750|9|500000000|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|13379|2014679445440|12750|55990|24225223368|12750|8512|274018050326|140250|155258|16183907322631
D01|6071030000|12750|0|0|12750|29|84000000|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|59860347|12750|0|0|12750|0|0|12750|0|0|12750|0|0|140250|29|143860347
D01|6071040000|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|0|12750|0|0|140250|0|0
D01|6071000000|51000|151924|33325492618493|51000|379682|810109279632|51000|142|28245161156|51000|869|240618563846|51000|0|0|51000|0|0|51000|2|929086479|51000|95|1486278533|51000|80356|23650552263102|51000|194089|81112485616|51000|90602|2004380828029|561000|897761|60142926564886
D01|6072010000|5450|432|63943176328|5450|533|1231800000|5450|0|0|5450|4|308503680|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|17|774500000|5450|0|0|5450|74|1597422255|59950|1060|67855402263
D01|6072020000|5450|1567|549463338|5450|18152|29411738397|5450|1|939902839|5450|18|5343412300|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|250|65742042852|59950|19988|101986559726
D01|6072030000|5450|78|1700000000|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|298046019|5450|234|5100000000|5450|1082|0|5450|96|663249634|59950|1490|7761295653
D01|6072040000|5450|16542|4714622279519|5450|21985|50505360000|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|37738|13757291718893|5450|57396|0|5450|340|12144706304|59950|134001|18534564064716
D01|6072050000|5450|2814|649913977417|5450|19736|35132584585|5450|129|24975099425|5450|29|3534749861|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|4684|896204687689|5450|19962|0|5450|2488|168854362712|59950|49842|1778615461689
D01|6072060000|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|5450|0|0|59950|0|0
D01|6072000000|32700|21433|5430728896602|32700|60406|116281482982|32700|130|25915002264|32700|51|9186665841|32700|0|0|32700|0|0|32700|0|0|32700|0|298046019|32700|42673|14659370906582|32700|78440|0|32700|3248|249001783757|359700|206381|20490782784047
D01|6070000000|18300|130491|27894763721891|18300|319276|693827796650|18300|12|2330158892|18300|818|231431898005|18300|0|0|18300|0|0|18300|2|929086479|18300|95|1188232514|18300|37683|8991181356520|18300|115649|81112485616|18300|87354|1755379044272|201300|691380|39652143780839
