H01|031201|2000000011|2021-02-28|LBASRJK|101|1|
D01|1401000000|581969580000|581969580000|0|0|581969580000
D01|1402000000|0|0|0|0|0
D01|1403000000|1181985680000|1181985680000|0|-10000|1181985670000
D01|1404000000|2819817810000|2819817810000|0|0|2819817810000
D01|1405000000|0|0|0|0|0
D01|1406000000|14711745380000|14711745380000|0|0|14711745380000
D01|1407000000|899743140000|899743140000|0|0|899743140000
D01|1408000000|0|0|0|0|0
D01|1409000000|0|0|0|0|0
D01|1410000000|4094737730000|4094737730000|0|0|4094737730000
D01|1411000000|0|0|0|0|0
D01|1412000000|0|0|0|0|0
D01|1413000000|0|0|0|0|0
D01|1414000000|934907240000|934907240000|0|0|934907240000
D01|1415000000|0|0|0|0|0
D01|1416000000|0|0|0|0|0
D01|1417000000|0|0|0|0|0
D01|1418000000|-20960|0|0|0|0
D01|1419000000|1003399110000|1003399110000|0|-135018440000|868380670000
D01|1420000000|0|0|0|0|0
D01|1421000000|0|0|0|0|0
D01|1499000000|0||0|0|
D01|1400000000|26228305649040|26228305670000|0|-135018450000|26093287220000
D01|1501000000|107277030000|107277030000|0|0|107277030000
D01|1502000000|172940150000|172940150000|0|-10879910000|162060240000
D01|1503000000|0|0|0|0|0
D01|1504000000|199779840000|199779840000|0|0|199779840000
D01|1505000000|3077240000|3077240000|0|0|3077240000
D01|1506000000|183494050000|183494050000|0|-152226350000|31267700000
D01|1507000000|0|0|0|0|0
D01|1508000000|387136760000|387136760000|0|0|387136760000
D01|1509000000|0|2701480000|2701480000|0|2701480000
D01|1510000000|0|0|0|0|-2701473447
D01|1511000000|194211890000||-194211890000|0|
D01|1599000000|2135175810000||-2135175810000|0|
D01|1500000000|3383092770000|1056406550000|-2326686220000|-163106260000|890598816553
D01|1000000000|29611398419040|27284712220000|-2326686220000|-298124710000|26983886036553
D01|2400000000|1225857757338|1944547760000|0||
D01|2501000000|15881958740000|15881958740000|0||
D01|2502000000|297107450000|297107450000|0||
D01|2503000000|233995370000|233995370000|0||
D01|2504000000|0|0|0||
D01|2000000000|17638919317338|18357609320000|0||
