H01|031404|2000000369|2021-12-31|REPMVS|100202|0|
D01|10020201010000|85|113|28
D01|10020201020000|231323|231323|0
D01|10020201030000|1155|1155|0
D01|10020201040000|231323|231323|0
D01|10020201050000|231323|231323|0
D01|10020201060000|231323|231323|0
D01|10020201070000|231323|231323|0
D01|10020201080000|231323|231323|0
D01|10020201090000|231323|231323|0
D01|10020201100000|241964|241936|-28
D01|10020201110000|1862465|1862465|0
D01|10020202010000|231323|231323|0
D01|10020202020000|231323|231323|0
D01|10020202030000|231323|231323|0
D01|10020202040000|231323|231323|0
D01|10020202050000|231323|231323|0
D01|10020202060000|231323|231323|0
D01|10020202070000|231323|231323|0
D01|10020202080000|231323|231323|0
D01|10020202090000|1850584|1850584|0
D01|10020203010000|11750|11750|0
D01|10020203010100|112|112|0
D01|10020203010200|-22|-22|0
D01|10020203010300|9328|9328|0
D01|10020203010301|2332|2332|0
D01|10020203010302|2332|2332|0
D01|10020203010303|2332|2332|0
D01|10020203010304|2332|2332|0
D01|10020203010400|2332|2332|0
D01|10020203010500|2332|2332|0
D01|10020203010600|2332|2332|0
D01|10020203020000|46|46|0
D01|10020203020100|23|23|0
D01|10020203020200|23|23|0
D01|10020203030000|23|23|0
D01|10020203040000|25|25|0
D01|10020203050000|37|37|0
D01|10020203050100|22|22|0
D01|10020203050200|15|15|0
D01|10020203060000|11881|11881|0
D01|10020204000000|1862465|1862465|0
