H01|031201|2000000011|2021-12-31|RBASRJK|0201|2|TEST-01-RBASRJK-4Net
D01|4401000000||222333|22222333|9995.07
D01|3403020000||222333|22222333|9995.07
D01|7000000099||222333|22222333|9995.07
D01|7002000000||222333|22222333|9995.07
D01|7001000099||222333|22222333|9995.07
D01|7004000000||222333|22222333|9995.07
D01|7003000000||222333|22222333|9995.07
D01|7005000000||222333|22222333|9995.07
D01|7006000000||222333|22222333|9995.07
D01|0201100000|indikator A|222333|22222333|9995.07
D01|0201100000|indikator B|222333|22222333|9995.07
