H01|030417|999998|2025-12-31|LBFINS|6901|2|LBFINS-01
D01|690101010100||1200|1200
D01|690101010101|e249|200|200
D01|690101010102|e250|200|200
D01|690101010103|e248|200|200
D01|690101010104|e252|200|200
D01|690101010105|e251|200|200
D01|690101010106|e253|200|200
D01|690101010200||300|300
D01|690101010201|e256|300|300
D01|690101010202|e257|0|0
D01|690101010203|e258|0|0
D01|690101010204|e259|0|0
D01|690101010205|e262|0|0
D01|690101010206|e261|0|0
D01|690101010207|e255|0|0
D01|690101010208|e260|0|0
D01|690101010209|e254|0|0
D01|690101010210|e263|0|0
D01|690101010211|e265|0|0
D01|690101010212|e267|0|0
D01|690101010213|e796|0|0
D01|690101010214|e266|0|0
D01|690101010215|e264|0|0
D01|690101010216|e270|0|0
D01|690101010217|e271|0|0
D01|690101010218|e268|0|0
D01|690101010219|e272|0|0
D01|690101010220|e269|0|0
D01|690101010221|e273|0|0
D01|690101010222|e275|0|0
D01|690101010223|e274|0|0
D01|690101010224|e276|0|0
D01|690101010225|e279|0|0
D01|690101010226|e277|0|0
D01|690101010227|e280|0|0
D01|690101010228|e278|0|0
D01|690101010229|e244|0|0
D01|690101010230|e245|0|0
D01|690101010231|e246|0|0
D01|690101010232|e247|0|0
D01|690101010300|LO_e1|0|0
D01|690101010400||1500|1500
D01|690101010401||600|600
D01|690101010402||600|600
D01|690101010403||300|300
D01|690101010501||300|300
D01|690101010502||300|300
D01|690101010503||300|300
D01|690101010504||300|300
D01|690101020100||600|600
D01|690101020101|e249|100|100
D01|690101020102|e250|100|100
D01|690101020103|e248|100|100
D01|690101020104|e252|100|100
D01|690101020105|e251|100|100
D01|690101020106|e253|100|100
D01|690101020200||2200|2200
D01|690101020201|e256|200|200
D01|690101020202|e257|200|200
D01|690101020203|e258|200|200
D01|690101020204|e259|200|200
D01|690101020205|e262|200|200
D01|690101020206|e261|200|200
D01|690101020207|e255|200|200
D01|690101020208|e260|200|200
D01|690101020209|e254|200|200
D01|690101020210|e263|200|200
D01|690101020211|e265|200|200
D01|690101020212|e267|0|0
D01|690101020213|e796|0|0
D01|690101020214|e266|0|0
D01|690101020215|e264|0|0
D01|690101020216|e270|0|0
D01|690101020217|e271|0|0
D01|690101020218|e268|0|0
D01|690101020219|e272|0|0
D01|690101020220|e269|0|0
D01|690101020221|e273|0|0
D01|690101020222|e275|0|0
D01|690101020223|e274|0|0
D01|690101020224|e276|0|0
D01|690101020225|e279|0|0
D01|690101020226|e277|0|0
D01|690101020227|e280|0|0
D01|690101020228|e278|0|0
D01|690101020229|e244|0|0
D01|690101020230|e245|0|0
D01|690101020231|e246|0|0
D01|690101020232|e247|0|0
D01|690101020300||2800|2800
D01|690101020301||1000|1000
D01|690101020302||1000|1000
D01|690101020303||800|800
D01|690101020401||500|500
D01|690101020402||500|500
D01|690101020403||500|500
D01|690101020404||500|500
D01|690102010100||300|300
D01|690102010101|e249|100|100
D01|690102010102|e250|100|100
D01|690102010103|e248|100|100
D01|690102010104|e252|0|0
D01|690102010105|e251|0|0
D01|690102010106|e253|0|0
D01|690102010200||1200|1200
D01|690102010201|e256|100|100
D01|690102010202|e257|100|100
D01|690102010203|e258|100|100
D01|690102010204|e259|100|100
D01|690102010205|e262|100|100
D01|690102010206|e261|100|100
D01|690102010207|e255|100|100
D01|690102010208|e260|100|100
D01|690102010209|e254|100|100
D01|690102010210|e263|100|100
D01|690102010211|e265|100|100
D01|690102010212|e267|100|100
D01|690102010213|e796|0|0
D01|690102010214|e266|0|0
D01|690102010215|e264|0|0
D01|690102010216|e270|0|0
D01|690102010217|e271|0|0
D01|690102010218|e268|0|0
