H01|031302|2000003647|2022-12-31|RBDPLKK|0400|2|TEST-06-RBDPLKK-4Net
D01|0401010000|1304570979156|6.84|1256758963191|6.84|26149449181|0.12|1434841212076|7.18
D01|0401020000|304210795517|1.60|91554307178|0.50|1905334844005|9.02|323385356860|1.62
D01|0401030000|1810471419009|9.49|456780451463|2.49|1858830483798|8.80|786018168408|3.94
D01|0401040000|1797064292775|9.42|1100324955679|5.99|1664411642757|7.88|1052921837941|5.27
D01|0401050000|812884100348|4.26|1861266021079|10.14|452953993137|2.14|1975260585865|9.89
D01|0401060000|1172156484511|6.15|0|0.00|1077468569397|5.10|582326077931|2.92
D01|0401070000|772812316864|4.05|1975067908225|10.76|287452198581|1.36|929297933406|4.65
D01|0401080000|1710250525328|8.97|596795919227|3.25|86885360363|0.41|1255580009396|6.29
D01|0401090000|1381778294202|7.25|337167638004|1.84|0|0.00|1295778120290|6.49
D01|0401100000|660605300031|3.46|70061246399|0.38|1065632323159|5.04|1743074560343|8.73
D01|0401110000|562861524273|2.95|1531697405286|8.34|1745271821533|8.26|1776998427071|8.90
D01|0401120000|859657641774|4.51|0|0.00|1430516617554|6.77|0|0.00
D01|0401130000|1546765248595|8.11|1519215918573|8.27|1466053521914|6.94|0|0.00
D01|0401140000|366057993725|1.92|251302790111|1.37|1026731135865|4.86|924804801552|4.63
D01|0401150000|124660099437|0.65|1042506653340|5.68|0|0.00|882305446757|4.42
D01|0401160000|15210091456|0.08|1633051114291|8.89|384169672457|1.82|0|0.00
D01|0401170000|1613763960800|8.46|1978525679497|10.77|1745952410381|8.26|1414342478211|7.08
D01|0401180000|148281840850|0.78|207155062713|1.13|1364877400285|6.46|0|0.00
D01|0401190000|0|0.00|1315033864451|7.16|1441476651908|6.82|975265721036|4.88
D01|0401200000|1730828619314|9.08|4566621841|0.02|1922348035962|9.10|1927942074701|9.65
D01|0401210000|376063926591|1.97|1134987604465|6.18|181950975418|0.86|693817953808|3.47
D01|0401220000|19070955454556|100.00|18363820125013|100.00|21134467107655|100.00|19973960765652|100.00
D01|0402010000|1225219830602|6.27|434633705361|2.85|109944817952|0.44|1195381589540|5.50
D01|0402020000|168791032021|0.86|0|0.00|1164334194200|4.69|1688163280774|7.76
D01|0402030000|348255677894|1.78|561409698377|3.68|1673587843394|6.74|133480999119|0.61
D01|0402040000|1340055451718|6.86|1319713286299|8.64|1252734149918|5.05|907569646132|4.17
D01|0402050000|663560630160|3.39|134578599044|0.88|0|0.00|0|0.00
D01|0402060000|619700943024|3.17|1048460465611|6.87|1639920758681|6.61|857750394161|3.94
D01|0402070000|1070162159492|5.47|166984015365|1.09|1740853160935|7.01|1351496835262|6.21
D01|0402080000|0|0.00|793178617170|5.19|1031302578844|4.16|1504791540708|6.92
D01|0402090000|389490504502|1.99|108619149925|0.71|1883050940926|7.59|813634838733|3.74
D01|0402100000|1280522950021|6.55|1237185719726|8.10|1812678978808|7.30|647259506574|2.98
D01|0402110000|709336337263|3.63|1517200890927|9.93|1384917323404|5.58|477167269426|2.19
D01|0402120000|1039568943518|5.32|794797138461|5.20|1601899669172|6.45|1819702247414|8.37
D01|0402130000|1812969025144|9.27|16570287057|0.11|0|0.00|1724185542566|7.93
D01|0402140000|0|0.00|1991632614542|13.04|1633901997121|6.58|469850024691|2.16
D01|0402150000|920283785676|4.71|1365346791782|8.94|1240045813882|5.00|1939628088160|8.92
D01|0402160000|1348418806588|6.90|558807328000|3.66|1830473792972|7.37|643366441092|2.96
D01|0402170000|1135932913900|5.81|302826421015|1.98|684632333472|2.76|804851002775|3.70
D01|0402180000|1614796503999|8.26|1169444825486|7.66|180576742817|0.73|1902056169438|8.74
D01|0402190000|1742610703659|8.91|1750491011932|11.46|1621489230554|6.53|0|0.00
D01|0402200000|1852575128794|9.48|0|0.00|501865143255|2.02|1011683416714|4.65
D01|0402210000|265963601380|1.36|0|0.00|1832467752596|7.38|1860556907980|8.55
D01|0402220000|19548214929355|100.00|15271880566080|100.00|24820677222903|100.00|21752575741259|100.00
